"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_indec_id","titular_pais_nacimiento_indec_id"
"DENUNCIA DE ROBO O HURTO","2019-03-06","1991-09-13",1199,"LANUS Nº 6","Buenos Aires","Nacional","1991","","BERLINA 5 PTAS.","37","RENAULT","20","11 TS","1","Privado","Física","REMEDIOS DE ESCALADA","BUENOS AIRES","No identificado","1991","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-20","1993-06-18",1207,"OLIVOS Nº 08","Buenos Aires","Nacional","1993","","BERLINA 5 PTAS","37","RENAULT","20","RENAULT 11 TS","1","Privado","Física","FLORIDA","BUENOS AIRES","Masculino","1952","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-12","2000-08-30",1210,"ESTEBAN ECHEVERRIA Nº 3","Buenos Aires","Nacional","2000","","RURAL 3 PTAS","34","PEUGEOT","03","PARPADDAA","1","Privado","Física","MONTE GRANDE","BUENOS AIRES","Masculino","1957","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-22","2000-12-19",1210,"ESTEBAN ECHEVERRIA Nº 3","Buenos Aires","Nacional","2000","","RURAL 3 PUERTAS","34","PEUGEOT","03","PARPADDAA","1","Privado","Física","NUEVE DE ABRIL","BUENOS AIRES","No identificado","1991","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-01","2005-04-07",1214,"ITUZAINGO Nº 1 (EX. MORON Nº 8)","Buenos Aires","Nacional","2005","","FURGON COURT T 600","07","CITROEN","19","BERLINGO FURGON 1.9D PACK","1","Privado","Física","ITUZAINGO","BUENOS AIRES","No identificado","1994","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-07","2001-02-23",1218,"MORON Nº 04 (EX. MORON Nº 9)","Buenos Aires","Nacional","2001","","RURAL 3 PTAS","34","PEUGEOT","03","PARPADDAA","1","Privado","Física","V. TESEI","BUENOS AIRES","Masculino","1975","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-07","1993-07-22",1225,"SAN MARTIN Nº 7","Buenos Aires","Nacional","1993","","BERLINA 5 PTAS","37","RENAULT","20","11 TS","1","Privado","Física","CIUDAD DEL LIB GRAL JOSE DE SAN MARTIN","BUENOS AIRES","Femenino","1963","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-18","2001-06-15",1226,"LA MATANZA Nº 09","Buenos Aires","Nacional","2001","","FURGON VIDRIADO","37","RENAULT","EE","KANGOO RL EXPRESS DIE DA AA","1","Privado","Física","G. CATAN","BUENOS AIRES","Masculino","1972","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-19","1988-01-15",1226,"LA MATANZA Nº 09","Buenos Aires","Nacional","1988","","BERLINA 5 PTAS","37","RENAULT","20","11 TS","1","Privado","Física","GONZALEZ CATAN","BUENOS AIRES","Femenino","1994","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-26","2000-06-14",1227,"LA MATANZA Nº 10","Buenos Aires","Nacional","2000","","SEDAN","08","CHEVROLET","77","CORSA 3 DOOR WIND 1.6 MPFI","1","Privado","Física","ISIDRO CASANOVA, LA MATANZA","BUENOS AIRES","No identificado","1991","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-26","2002-05-16",1237,"LOMAS DE ZAMORA Nº 7","Buenos Aires","Nacional","2002","","FURGON VIDRIADO C/AS","37","RENAULT","DJ","TRAFIC LARGO DIE. DA (F8Q)","1","Privado","Física","INGENIERO BUDGE","BUENOS AIRES","Masculino","1976","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-08","2010-09-15",1244,"LA MATANZA Nº 11","Buenos Aires","Nacional","2010","","FURGON 800","34","PEUGEOT","KG","PARTNER CONFORT 1.6 HDI","1","Privado","Física","RAMOS MEJIA","BUENOS AIRES","Masculino","1970","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-15","1996-02-19",1244,"LA MATANZA Nº 11","Buenos Aires","Nacional","1996","","CHASIS C/CABINA P/CA","29","MERCEDES BENZ","44","BM688 VERSION 710","1","Privado","Física","RAMOS MEJIA","BUENOS AIRES","Masculino","1972","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-27","2001-04-24",1246,"LA PLATA Nº 12","Buenos Aires","Nacional","2000","","FURGON VIDRIADO","37","RENAULT","EE","KANGOO RL EXPRESS DIE DA AA","1","Privado","Física","TOLOSA","BUENOS AIRES","Femenino","1988","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-25","2000-01-05",1249,"BERISSO Nº 1","Buenos Aires","Nacional","2000","","BERLINA 3 PTAS.","37","RENAULT","DV","CLIO RN 3P DIE PACK AA DA","1","Privado","Física","BERISSO - PARTIDO: BERISSO","BUENOS AIRES","No identificado","1979","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-25","2007-09-20",1254,"CHIVILCOY Nº 2","Buenos Aires","Nacional","2007","","FURGON 600","34","PEUGEOT","EP","PARTNER FURGON D PLC PRESENCE","1","Privado","Física","MOQUEHUA","BUENOS AIRES","Masculino","1976","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-22","1994-07-08",1256,"TRES DE FEBRERO Nº 6","Buenos Aires","Nacional","1994","","BERLINA 5 PTAS.","37","RENAULT","90","RENAULT 19 RN (BIC)","1","Privado","Física","CASEROS-TRES DE FEBRERO","BUENOS AIRES","No identificado","1963","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-27","1994-01-20",1259,"SAN MARTIN Nº 8","Buenos Aires","Nacional","1994","","BREAK 4 PUERTAS","37","RENAULT","85","RENAULT 21 GTX BREAK","1","Privado","Física","VILLA BALLESTER","BUENOS AIRES","Masculino","1980","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-06","2007-05-16",1260,"FLORENCIO VARELA Nº 3","Buenos Aires","Protocolo 21","2007","","PICK UP CABINA DOBLE","102","NISSAN","462","FRONTIER 4X2SE 2.8TDI ELECTRONIC","1","Privado","Física","BºZEBALLOS-FCIO.VARELA","BUENOS AIRES","No identificado","1981","No identificado",100,"06",""
"DENUNCIA DE ROBO O HURTO","2019-03-26","1992-10-29",1266,"MALVINAS ARGENTINAS Nº 3","Buenos Aires","Nacional","1992","","BERLINA 4 PUERTAS","37","RENAULT","76","RENAULT 21 GTX","1","Privado","Física","LOS POLVORINES","BUENOS AIRES","Femenino","1966","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-06","1990-01-10",1270,"TIGRE Nº 5","Buenos Aires","Nacional","1990","","BERLINA 5 PTAS","37","RENAULT","20","11 TS/90","1","Privado","Física","EL TALAR","BUENOS AIRES","No identificado","1960","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-27","2001-07-13",1278,"ZARATE Nº 3","Buenos Aires","Nacional","2001","","RURAL 3 PTAS","34","PEUGEOT","03","PARPADDAA","1","Privado","Física","ZARATE","BUENOS AIRES","Femenino","1983","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-12","1994-07-01",1289,"QUILMES Nº 9","Buenos Aires","Protocolo 21","1994","","BERLINA 5 PTAS","112","RENAULT","001","CLIO RT","1","Privado","Física","EZPELETA","BUENOS AIRES","No identificado","1996","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-27","1971-01-25",1295,"EZEIZA Nº 2","Buenos Aires","Nacional","1971","","AUTOMOVIL","99","CHEVROLET","99","11569","1","Privado","Física","TRISTAN SUAREZ - EZEIZA","BUENOS AIRES","No identificado","1980","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-08","1994-05-10",1301,"TIGRE N° 6","Buenos Aires","Protocolo 21","1994","","SEDAN 4 PUERTAS","104","PEUGEOT","051","405 GLD","1","Privado","Física","EL TALAR","BUENOS AIRES","Femenino","1963","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-28","2006-10-19",2003,"CAPITAL FEDERAL Nº 003","Ciudad Autónoma de Bs.As.","Nacional","2006","","FOURGON COURT TYPE 6","07","CITROEN","20","BERLINGO FURGON 1.9D FULL","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1982","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-29","1991-09-16",2004,"CAPITAL FEDERAL Nº 004","Ciudad Autónoma de Bs.As.","Importado","1987","","RURAL","","MERCEDES BENZ","","300 TD /1987.-","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1961","No identificado",100,"02",""
"DENUNCIA DE ROBO O HURTO","2019-03-01","1971-12-23",2010,"CAPITAL FEDERAL Nº 010","Ciudad Autónoma de Bs.As.","Nacional","1971","","SIN ESPECIFICACION","17","FIAT","06","1500","9","No declarado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1970","No identificado",100,"02",""
"DENUNCIA DE ROBO O HURTO","2019-03-11","2004-02-25",2011,"CAPITAL FEDERAL Nº 011","Ciudad Autónoma de Bs.As.","Protocolo 21","2004","","FAMLIAR","044","FIAT","536","FIORINO 1.3 MPI","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1967","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-14","1994-10-28",2014,"CAPITAL FEDERAL Nº 014","Ciudad Autónoma de Bs.As.","Importado","1994","","SEDAN","","PEUGEOT","","205 GR","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1946","No identificado",100,"02",""
"DENUNCIA DE ROBO O HURTO","2019-03-20","1978-01-03",2014,"CAPITAL FEDERAL Nº 014","Ciudad Autónoma de Bs.As.","Nacional","1978","","COUPE 2 PUERTAS","19","FORD","21","TAUNUS G.T.","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1984","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-13","1993-01-11",2015,"CAPITAL FEDERAL Nº 015","Ciudad Autónoma de Bs.As.","Nacional","1993","","MICROOMNIBUS","29","MERCEDES BENZ","59","OF 1215/45","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Femenino","1969","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-01","1994-05-17",2019,"CAPITAL FEDERAL Nº 019","Ciudad Autónoma de Bs.As.","Importado","1994","","AUTOMOVIL-WAGON 5 PUERTAS","055","HONDA","418","ACCORD5DREX","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1933","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-12","1990-11-12",2024,"CAPITAL FEDERAL Nº 024","Ciudad Autónoma de Bs.As.","Nacional","1990","","CHASIS C/CAB CAJA ABIERTA","19","FORD","11","F-100 D","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Femenino","1972","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-18","2010-08-12",2033,"CAPITAL FEDERAL Nº 033","Ciudad Autónoma de Bs.As.","Nacional","2010","","FURGON 800","34","PEUGEOT","KD","PARTNER PRESENCE 1.4","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1973","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-21","2007-06-15",2036,"CAPITAL FEDERAL Nº 036","Ciudad Autónoma de Bs.As.","Nacional","2007","","FOURGON COURT TYPE 600","07","CITROEN","39","BERLINGO FURGON 1.9D PLC","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1992","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-07","2001-06-26",2037,"CAPITAL FEDERAL Nº 037","Ciudad Autónoma de Bs.As.","Nacional","2001","","COMBI 3550","29","MERCEDES BENZ","AE","SPRINTER 312D/C3550","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1948","ARGENTINA",100,"02","ARG"
"COMUNICACIÓN DE RECUPERO","2019-03-28","2004-09-17",2040,"CAPITAL FEDERAL Nº 040","Ciudad Autónoma de Bs.As.","Nacional","2004","","FURGON VIDRIADO","53","VOLKSWAGEN","KF","CADDY 1.9 SD","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Femenino","1965","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-26","1992-11-05",2071,"CAPITAL FEDERAL Nº 071","Ciudad Autónoma de Bs.As.","Nacional","1992","","TRANSPORTE DE CARGA","19","FORD","11","F-100","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Femenino","1953","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-22","2001-08-17",2084,"CAPITAL FEDERAL Nº 084","Ciudad Autónoma de Bs.As.","Nacional","2001","","RURAL 3 PUERTAS","34","PEUGEOT","05","PARPANDAA","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1954","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-22","2001-05-23",4042,"CORDOBA Nº 10","Córdoba","Nacional","2001","","SEDAN","08","CHEVROLET","77","CORSA 3 PTAS.WIND 1.6 MPFI","1","Privado","Física","CORDOBA","CORDOBA","Femenino","1986","ARGENTINA",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-22","2011-01-31",4067,"ALTA GRACIA Nº 2","Córdoba","Nacional","2011","","FURGON 800","34","PEUGEOT","KG","PARTNER CONFORT 1.6 HDI","1","Privado","Física","ALTA GRACIA","CORDOBA","Femenino","1972","ARGENTINA",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-18","1993-11-23",13013,"MENDOZA Nº 07","Mendoza","Nacional","1993","","BERLINA 5 PUERTAS","37","RENAULT","20","RENAULT 11 TS","1","Privado","Física","VILLA NUEVA","MENDOZA","Masculino","1943","ARGENTINA",100,"50","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-11","1992-11-20",13029,"MENDOZA Nº 17","Mendoza","Importado","1992","","SEDAN 4 PUERTAS","044","FIAT","283","DUNA WEEKEND 1.6","1","Privado","Física","CHACRAS DE CORIA","MENDOZA","Femenino","1976","ARGENTINA",100,"50","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-19","1999-08-30",14014,"MONTECARLO","Misiones","Nacional","1999","","COMBI 3000","29","MERCEDES BENZ","92","SPRINTER 310 D / C3000","1","Privado","Física","PUERTO PIRAY","MISIONES","Femenino","1980","ARGENTINA",100,"54","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-21","2007-04-20",16014,"SAN CARLOS DE BARILOCHE Nº 3","Río Negro","Nacional","2007","","FURGON 600","34","PEUGEOT","DS","PARTNER FURGON 1.9 D PRESENCE","1","Privado","Física","S.C.DE BARILOCHE","RIO NEGRO","Femenino","1964","ARGENTINA",100,"62","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-06","2014-05-26",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","2014","17","SEDAN 5 PUERTAS","53","VOLKSWAGEN","VE","SURAN 1.6L 5D 717","1","Privado","Física","ADROGUE","BUENOS AIRES","Masculino","1962","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-11","1992-08-21",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","1992","12","SEDAN 4 PTAS","37","RENAULT","53","RENAULT 9 GTL","1","Privado","Física","BURZACO","BUENOS AIRES","Masculino","1969","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-12","1992-04-03",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","1992","20","PICK-UP","19","FORD","11","F100","1","Privado","Física","SAN JOSÉ","BUENOS AIRES","Masculino","1993","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-12","1995-05-19",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","1995","12","SEDAN 4 PTAS","17","FIAT","63","UNO SCR-5P","1","Privado","Física","RAFAEL CALZADA","BUENOS AIRES","Masculino","1988","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-13","2000-11-07",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","","12","SEDAN 4 PUERTAS","08","CHEVROLET","57","CORSA 4 PUERTAS WIND 1.6 MPFI","1","Privado","Física","CLAYPOLE","BUENOS AIRES","Femenino","1992","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-14","2018-02-20",1001,"ADROGUE Nº 1","Buenos Aires","Protocolo 21","2018","05","SEDAN 5 PUERTAS","104","PEUGEOT","779","208 FELINE 1.6","1","Privado","Física","JOSE MARMOL","BUENOS AIRES","Femenino","1971","ARGENTINA",50,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-03-19","2018-10-11",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","2018","20","PICK-UP","53","VOLKSWAGEN","6Y","AMAROK DC V6 EXTREME 3.0L TDI 4X4 A","1","Privado","Física","JOSÉ MARMOL","BUENOS AIRES","Femenino","1973","ARGENTINA",100,"06","ARG"
