"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_id","titular_pais_nacimiento_id"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-12","1987-04-30",1135,"LANUS Nº 4","Buenos Aires","Nacional","1987","","BERLINA 5 PTAS.","22","RENAULT","20","RENAULT 11TS","1","Privado","Física","LANUS OESTE","BUENOS AIRES","Femenino","1977","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-07","1999-01-26",1136,"ADROGUE Nº 2","Buenos Aires","Importado","1999","","FURGON VIDRIADO","044","FIAT","461","DUCATO 2.8D PM15","1","Privado","Física","JOSEN MARMOL","BUENOS AIRES","Masculino","1975","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-08","2006-11-30",1146,"MERLO Nº 2","Buenos Aires","Nacional","2006","","FURGON VIDRIADO C/A","37","RENAULT","KJ","KANGOO RL EXPRESS DIE 1PCL","1","Privado","Física","PONTEVEDRA","BUENOS AIRES","Masculino","1939","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-12","2006-02-08",1151,"AVELLANEDA Nº 4","Buenos Aires","Nacional","2006","","FOURGON COURT TYPE 600","07","CITROEN","39","BERLINGO FURGON 1.9D PLC","1","Privado","Física","DOCK SUD","BUENOS AIRES","Femenino","1991","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-04","1999-09-07",1153,"LA MATANZA Nº 05","Buenos Aires","Nacional","1999","","SEDAN","08","CHEVROLET","61","CORSA 4 PTAS. WIND 1.7D","1","Privado","Física","SAN JUSTO","BUENOS AIRES","Femenino","1963","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-26","2007-09-25",1154,"LA MATANZA Nº 06","Buenos Aires","Nacional","2007","","FURGON COURT TYPE 60","07","CITROEN","20","BERLINGO FURGON 1.9D FULL","1","Privado","Física","SAN JUSTO","BUENOS AIRES","Femenino","1985","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-25","2002-01-15",1158,"TRES DE FEBRERO Nº 3","Buenos Aires","Importado","2002","","FURGON VIDR C/ ASIENTOS","047","FORD","395","COURIER","1","Privado","Física","CIUDADELA","BUENOS AIRES","Masculino","1987","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-06","1999-06-24",1171,"ESCOBAR Nº 1","Buenos Aires","Nacional","1998","","COMBI 3550","29","MERCEDES BENZ","93","SPRINTER31OD/C3550","1","Privado","Física","HUDSON","BUENOS AIRES","Femenino","1971","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-25","1999-12-20",1174,"LA MATANZA Nº 07","Buenos Aires","Nacional","1999","","SEDAN","08","CHEVROLET","52","CORSA 4 PUERTAS GL A/A D/P","1","Privado","Física","R. CASTILLO","BUENOS AIRES","Masculino","1968","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-07","2007-05-16",1175,"LANUS Nº 5","Buenos Aires","Nacional","2007","","FOURGON COURT TYPE 600","07","CITROEN","20","BERLINGO FURGON 1.9D FULL","1","Privado","Física","REMEDIOS DE ESCALADA","BUENOS AIRES","Masculino","1997","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-11","2000-07-24",1179,"SAN MARTIN Nº 5","Buenos Aires","Nacional","2000","","FURGON VIDRIADO C/AS","34","PEUGEOT","AC","PARTNER D PL","1","Privado","Física","VILLA MAIPÚ","BUENOS AIRES","Masculino","1979","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-05","2008-01-15",1184,"MAR DEL PLATA Nº 07","Buenos Aires","Nacional","2008","","FURGON COURT TYPE 60","07","CITROEN","39","BERLINGO FURGON 1.9D PLC","1","Privado","Física","MAR DEL PLATA","BUENOS AIRES","Masculino","1980","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-22","1994-06-27",1188,"LA PLATA Nº 07","Buenos Aires","Nacional","1994","","BERLINA","37","RENAULT","93","RENAULT 11 GTL","1","Privado","Física","LA PLATA","BUENOS AIRES","Masculino","1997","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-28","1995-02-01",1192,"MORON Nº 07","Buenos Aires","Nacional","1995","","FURGON TERMICO","29","MERCEDES BENZ","44","L 710D/37","1","Privado","Física","CASTELAR","BUENOS AIRES","Masculino","1965","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-11","2008-01-21",1203,"MALVINAS ARGENTINAS Nº 1 (EX. SAN MIGUEL NRO. 4)","Buenos Aires","Nacional","2008","","FURGON VIDRIADO C/ASIENTOS","37","RENAULT","TD","KANGOO EXP CONFORT 1.9","1","Privado","Física","TORTUGUITAS","BUENOS AIRES","Masculino","1972","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-06","2011-06-07",1218,"MORON Nº 04 (EX. MORON Nº 9)","Buenos Aires","Protocolo 21","2011","","PLATAFORMA HIDRAULICA","063","IVECO","317","DAILY 35C14 PASO 3750","1","Privado","Física","CASTELAR","BUENOS AIRES","Masculino","1984","ARGENTINA",50,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-20","1995-03-10",1226,"LA MATANZA Nº 09","Buenos Aires","Nacional","1995","","TRACTOR DE CARRETERA","29","MERCEDES BENZ","49","OHL 1320/51/95","1","Privado","Física","SAN JUSTO","BUENOS AIRES","Masculino","1985","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-14","2007-06-28",1227,"LA MATANZA Nº 10","Buenos Aires","Nacional","2007","","FURG.VIDR.C/ASIENTOS","37","RENAULT","TE","KANGOO EXP CONFORT 1.9 AA","1","Privado","Física","G. DE LAFERRERE","BUENOS AIRES","No identificado","1991","PARAGUAY",100,"06","PRY"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-21","2000-10-09",1227,"LA MATANZA Nº 10","Buenos Aires","Nacional","2000","","SEDAN","08","CHEVROLET","67","CORSA 4 PUERTAS GL1.7 DIESEL A","1","Privado","Física","GREGORIO DE LAFERRERE","BUENOS AIRES","Masculino","1958","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-05","2006-12-12",1232,"HURLINGHAM Nº 2 (EX. MORON Nº 10)","Buenos Aires","Nacional","2006","","FURGON COURT TYPE 60","07","CITROEN","20","BERLINGO FURGON 1.9D FULL","1","Privado","Física","HURLINGHAM","BUENOS AIRES","Masculino","1961","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-26","1989-03-10",1232,"HURLINGHAM Nº 2 (EX. MORON Nº 10)","Buenos Aires","Nacional","1989","","BERLINA 5 PTAS.","37","RENAULT","20","11 TS","1","Privado","Física","ITUZAINGO","BUENOS AIRES","Femenino","1970","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-04","2008-10-30",1233,"LANUS Nº 7","Buenos Aires","Nacional","2008","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Física","LANUS OESTE","BUENOS AIRES","Masculino","1954","ESPAÑA",100,"06","ESP"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-15","2008-02-18",1234,"ADROGUE Nº 4","Buenos Aires","Nacional","2008","","FURGON 600","34","PEUGEOT","DM","PARTNER FURGON 1.4 N PRESENCE","1","Privado","Física","ADROGUE","BUENOS AIRES","Masculino","1990","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-22","1995-12-13",1240,"JOSE C. PAZ Nº 1","Buenos Aires","Nacional","1995","","BERLINA 4 PTAS","37","RENAULT","AJ","19 RN INYECCION (TRI)","1","Privado","Física","JOSE C.PAZ","BUENOS AIRES","Masculino","1966","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-04","1998-03-20",1248,"SAN ISIDRO Nº 09","Buenos Aires","Nacional","1998","","SEDAN","08","CHEVROLET","52","CORSA GL 1.6 MPFI 4P C/AA","1","Privado","Física","VILLA ADELINA","BUENOS AIRES","No identificado","1970","URUGUAY",100,"06","URY"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-19","2009-04-28",1250,"ITUZAINGÓ Nº 2 (EX. MORÓN Nº 11)","Buenos Aires","Nacional","2009","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Física","ITUZAINGO","BUENOS AIRES","Masculino","1986","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-04","1997-08-25",1255,"LOMAS DE ZAMORA Nº 8","Buenos Aires","Importado","1997","","CHASIS C/ CABINA","092","MERCEDES BENZ","285","LO-814","1","Privado","Física","LOMAS DE ZAMORA","BUENOS AIRES","Femenino","1994","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-25","2002-02-14",1260,"FLORENCIO VARELA Nº 3","Buenos Aires","Nacional","2001","","BERLINA 5 PTAS","37","RENAULT","FG","MEGANE RXE BIC CUERO F2","1","Privado","Física","ZEBALLOS*FCIO.VARELA","BUENOS AIRES","No identificado","1987","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-05","1998-04-23",1263,"OLIVOS Nº 10","Buenos Aires","Nacional","1998","","SEDAN 3 PTAS","19","FORD","73","ESCORT LX 1.8 3P. N 45E","1","Privado","Física","MUNRO","BUENOS AIRES","No identificado","1967","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-21","2011-07-25",1264,"ADROGUE Nº 5","Buenos Aires","Nacional","2011","","FURGON 800","34","PEUGEOT","KG","PARTNER CONFORT 1.6 HDI","1","Privado","Física","LONGCHAMPS","BUENOS AIRES","Masculino","1981","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-13","2000-10-18",1266,"MALVINAS ARGENTINAS Nº 3","Buenos Aires","Nacional","2000","","FURGON VIDRIADO","34","PEUGEOT","84","PARTNER 1.9 D","1","Privado","Física","GRAND BOURG","BUENOS AIRES","Femenino","1962","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-26","1999-10-04",1266,"MALVINAS ARGENTINAS Nº 3","Buenos Aires","Nacional","1999","","SEDAN","08","CHEVROLET","53","CORSA 4 PTAS GLS 16V","1","Privado","Física","GRAND BOURG","BUENOS AIRES","Femenino","1979","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-08","1994-07-15",1270,"TIGRE Nº 5","Buenos Aires","Importado","1994","","TRACTOR DE CARRETERA","092","MERCEDES BENZ","279","LS 1938","1","Privado","Física","EL TALAR","BUENOS AIRES","Masculino","1970","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-08","1998-06-02",1271,"JOSE C. PAZ Nº 2","Buenos Aires","Nacional","1998","","SEDAN","08","CHEVROLET","52","CORSA GL 1.6 4D WORLD CUP","1","Privado","Física","JOSÉ C. PAZ","BUENOS AIRES","No identificado","1979","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-25","1993-09-16",1271,"JOSE C. PAZ Nº 2","Buenos Aires","Nacional","1993","","RURAL 4 PTAS","37","RENAULT","64","R21 TXE BREAK NEVADA","1","Privado","Física","JOSE C PAZ","BUENOS AIRES","No identificado","1965","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-15","2010-06-23",1281,"BERISSO Nº 2","Buenos Aires","Nacional","2010","","FURGON 800","34","PEUGEOT","KF","PARTNER PRESENCE PLC 1.6 HDI","1","Privado","Física","BERISSO","BUENOS AIRES","Masculino","1978","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-26","2006-09-13",1295,"EZEIZA Nº 2","Buenos Aires","Nacional","2006","","FURGON 600","34","PEUGEOT","EP","PARTNER FURGON D PLC PRESENCE","1","Privado","Física","TRISTAN SUAREZ EZEIZA","BUENOS AIRES","No identificado","1951","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-19","2004-07-30",1316,"JOSE C. PAZ Nº 3","Buenos Aires","Nacional","2004","","FURGON 600","34","PEUGEOT","DP","PARTNER FURGON 1.4N CONFORT","1","Privado","Física","JOSE C.PAZ","BUENOS AIRES","No identificado","1969","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-13","1994-01-12",2006,"CAPITAL FEDERAL Nº 006","Ciudad Autónoma de Bs.As.","Protocolo 21","1994","","SEDAN","044","FIAT","098","DUNA SL 1.6","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1972","No identificado",100,"02",""
"COMUNICACIÓN DE RECUPERO","2019-11-06","1996-01-24",2010,"CAPITAL FEDERAL Nº 010","Ciudad Autónoma de Bs.As.","Nacional","1996","","FURGON VIDRIADO C/AS","37","RENAULT","37","RENAULT TRAFIC","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1977","No aplica",100,"02",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-11","2001-11-27",2012,"CAPITAL FEDERAL Nº 012","Ciudad Autónoma de Bs.As.","Nacional","2001","","FURGON VIDRIADO","34","PEUGEOT","07","PARFUD6PL","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2016","No aplica",100,"02",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-05","1982-03-23",2014,"CAPITAL FEDERAL Nº 014","Ciudad Autónoma de Bs.As.","Importado","1982","","COUPE 2 PUERTAS","","RENAULT","","FUEGO GTX","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1960","No identificado",100,"02",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-14","2010-08-10",2025,"CAPITAL FEDERAL Nº 025","Ciudad Autónoma de Bs.As.","Nacional","2010","","FURGON 800","34","PEUGEOT","KG","PARTNER CONFORT 1.6 HDI","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1992","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-26","2001-08-22",2033,"CAPITAL FEDERAL Nº 033","Ciudad Autónoma de Bs.As.","Nacional","1999","","RURAL 2 PUERTAS","07","CITROEN","02","BERLINGO1.8I","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1977","ARGENTINA",50,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-01","2007-09-19",2035,"CAPITAL FEDERAL Nº 035","Ciudad Autónoma de Bs.As.","Nacional","2007","","FURGON VIDRIADO","37","RENAULT","TE","KANGOO EXP CONFORT 1.9 AA","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Femenino","1990","ARGENTINA",50,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-11","1992-02-14",2064,"CAPITAL FEDERAL Nº 064","Ciudad Autónoma de Bs.As.","Nacional","1992","","BERLINA 5 PUERTAS","37","RENAULT","20","RENAULT 11 TS /1992","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1970","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-07","1998-06-16",4005,"CORDOBA Nº 01","Córdoba","Nacional","1998","","BERLINA 5 PTAS.","37","RENAULT","CD","CLIO RL DIESEL 5PTAS DA","1","Privado","Física","CORDOBA","CORDOBA","Masculino","1977","ARGENTINA",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-07","1997-04-10",4060,"CORDOBA Nº 17","Córdoba","Nacional","1997","","FURGON 3550","29","MERCEDES BENZ","91","SPRINTER 310D/F3550","1","Privado","Física","CBA CAPITAL Bº RES VELEZ SARSFIELD","CORDOBA","No identificado","1973","ARGENTINA",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-13","1998-01-09",4062,"CORDOBA Nº 19","Córdoba","Nacional","1997","","BERLINA 4 PTAS","37","RENAULT","AJ","RENAULT 19 RN INYEC. (TRI)","1","Privado","Física","CORDOBA","CORDOBA","Masculino","1986","ARGENTINA",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-07","1995-07-04",4077,"CORDOBA Nº 23","Córdoba","Nacional","1995","","CHASIS C/CABINAP/CAM","29","MERCEDES BENZ","55","BM386  VERSION 1633/95","1","Privado","Física","CORDOBA","CORDOBA","Femenino","1976","ARGENTINA",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-29","1999-12-01",4078,"CORDOBA Nº 24","Córdoba","Nacional","1999","","SEDAN 5 PTAS","19","FORD","MX","ESCORT GL 5P N","1","Privado","Física","CORDOBA","CORDOBA","Masculino","1984","ARGENTINA",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-21","2008-01-31",13009,"GENERAL SAN MARTIN Nº 2","Mendoza","Protocolo 21","2008","","PICK UP CABINA DOBLE","024","CHEVROLET","824","S10 2.8TDI DLX 4X4 ELECTRONIC CD","1","Privado","Física","SAN MARTIN","MENDOZA","Masculino","1976","ARGENTINA",100,"50","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-27","2001-03-26",13035,"MENDOZA Nº 19","Mendoza","Nacional","2001","","SEDAN","08","CHEVROLET","76","CORSA WIND 1.7 DIESEL 3P","1","Privado","Física","VILLA NUEVA","MENDOZA","Femenino","1984","ARGENTINA",100,"50","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-13","1997-12-15",15006,"NEUQUEN Nº 3","Neuquén","Nacional","1997","","BERLINA 3 PTAS AA","37","RENAULT","BD","CLIO RN 3PTAS. AA","1","Privado","Física","NEUQUEN CAPITAL","NEUQUEN","Masculino","1955","ARGENTINA",100,"58","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-26","1999-12-13",21042,"ROSARIO Nº 07","Santa Fe","Nacional","1999","","SEDAN","08","CHEVROLET","67","CORSA 4 PUERTAS GL 1.7 DIESEL A","1","Privado","Física","ROSARIO","SANTA FE","Femenino","1985","ARGENTINA",50,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-12","2008-12-03",21054,"ARROYO SECO Nº 2","Santa Fe","Nacional","2008","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Física","PUEBLO ESTHER","SANTA FE","No identificado","1975","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-22","2004-01-23",1004,"AVELLANEDA Nº 1","Buenos Aires","Protocolo 21","2004","","OMNIBUS","092","MERCEDES BENZ","167","OF 1417","2","Público","Física","WILDE","BUENOS AIRES","No identificado","1958","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-21","1994-05-03",1029,"ESTEBAN ECHEVERRIA Nº 1","Buenos Aires","Nacional","1994","","BERLINA 5 PTAS","37","RENAULT","90","RENAULT 19 RN (BIC)","1","Privado","Física","MONTE GRANDE PDO. E.ECHEVERRIA","BUENOS AIRES","No identificado","1970","ARGENTINA",100,"06","ARG"
"COMUNICACIÓN DE RECUPERO","2019-11-06","2013-07-08",1043,"LA PLATA Nº 01","Buenos Aires","Nacional","2008","17","SEDAN 5 PUERTAS","34","PEUGEOT","EA","307 XT PREMIUM TIPTRONIC 2.0 5P","1","Privado","Jurídica","LA PLATA","BUENOS AIRES","No aplica","2000","No aplica",100,"06",""
"COMUNICACIÓN DE RECUPERO","2019-11-07","2016-07-29",1043,"LA PLATA Nº 01","Buenos Aires","Protocolo 21","2016","05","SEDAN 5 PUERTAS","047","FORD","A41","FIESTA 1.6L S","1","Privado","Jurídica","LA PLATA","BUENOS AIRES","No aplica","2000","No aplica",100,"06",""
"COMUNICACIÓN DE RECUPERO","2019-11-07","2011-04-05",1043,"LA PLATA Nº 01","Buenos Aires","Importado","2011","02","SEDAN 4 PUERTAS","024","CHEVROLET","482","AVEO LS 1.6N MT","1","Privado","Jurídica","LA PLATA","BUENOS AIRES","No aplica","2000","No aplica",100,"06",""
"COMUNICACIÓN DE RECUPERO","2019-11-07","2017-10-20",1043,"LA PLATA Nº 01","Buenos Aires","Protocolo 21","2017","05","SEDAN 5 PUERTAS","136","VOLKSWAGEN","526","MOVE UP! 1.0 MPI","1","Privado","Jurídica","LA PLATA","BUENOS AIRES","No aplica","2000","No aplica",100,"06",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2019-11-15","2013-05-08",1043,"LA PLATA Nº 01","Buenos Aires","Nacional","2013","18","SEDAN 3 PUERTAS","34","PEUGEOT","MD","207 COMPACT FELINE 1.6 N 3P","1","Privado","Física","LA PLATA","BUENOS AIRES","Masculino","1987","ARGENTINA",100,"06","ARG"
"COMUNICACIÓN DE RECUPERO","2019-11-25","2010-08-06",1043,"LA PLATA Nº 01","Buenos Aires","Protocolo 21","2010","82","PICK-UP CABINA DOBLE","024","CHEVROLET","487","S10 2.8TDI STD 4X2 ELECTRONIC","1","Privado","Jurídica","LA PLATA","BUENOS AIRES","No aplica","2000","No aplica",100,"06",""
"COMUNICACIÓN DE RECUPERO","2019-11-25","2014-11-13",1043,"LA PLATA Nº 01","Buenos Aires","Protocolo 21","2014","05","SEDAN 5 PUERTAS","027","CITROEN","282","NUEVO C3 1.5I 90 TENDANCE PACK S","1","Privado","Jurídica","LA PLATA","BUENOS AIRES","No aplica","2000","No aplica",100,"06",""
