"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_id","titular_pais_nacimiento_id"
"DENUNCIA DE ROBO O HURTO","2019-07-10","1992-07-28",1236,"OLIVOS Nº 09","Buenos Aires","Protocolo 21","1992","","DEPORTIVO 3 PUERTAS","047","FORD","253","ESCORT XR3","1","Privado","Física","MUNRO - VTE. LOPEZ","BUENOS AIRES","Masculino","1956","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-04","1998-04-01",1237,"LOMAS DE ZAMORA Nº 7","Buenos Aires","Nacional","1998","","BERLINA 4 PTAS","37","RENAULT","CM","MEGANE RXE TRIC 2.0","1","Privado","Física","VILLA FIORITO","BUENOS AIRES","Masculino","1967","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-25","1999-09-21",1247,"GENERAL RODRIGUEZ Nº 2","Buenos Aires","Nacional","1999","","BERLINA 3 PTAS.","37","RENAULT","CA","CLIO RL 3PTAS.","1","Privado","Física","GENERAL RODRIGUEZ","BUENOS AIRES","Femenino","1995","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-12","1999-01-11",1253,"LA PLATA Nº 13","Buenos Aires","Nacional","1999","","SEDAN","08","CHEVROLET","62","CORSA 4 PTAS.GL. 1.7D","1","Privado","Física","LAS QUINTAS - LA PLATA","BUENOS AIRES","Femenino","1981","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-24","1994-06-17",1256,"TRES DE FEBRERO Nº 6","Buenos Aires","Nacional","1994","","BERLINA 5 PUERTAS","37","RENAULT","90","RENAULT 19 RN (BIC)","1","Privado","Física","PABLO PODESTÁ","BUENOS AIRES","No identificado","1987","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-25","2000-10-20",1256,"TRES DE FEBRERO Nº 6","Buenos Aires","Nacional","2000","","SEDAN","08","CHEVROLET","63","CORSA 4 PTAS. GLS 1.7 D","1","Privado","Física","3 DE FEBRERO - PARTIDO: LOMA HERMOSA","BUENOS AIRES","No identificado","1957","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-23","2016-06-03",1259,"SAN MARTIN Nº 8","Buenos Aires","Protocolo 21","2016","","FURGONETA VIDRIADA C/ASIENT","044","FIAT","810","NUEVO FIORINO 1.4 8V","1","Privado","Física","CDAD.DEL LIBERTADOR GRAL.JOSE DE S.M","BUENOS AIRES","Masculino","1971","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-26","2010-08-12",1259,"SAN MARTIN Nº 8","Buenos Aires","Nacional","2010","","FURGON 800","34","PEUGEOT","KG","PARTNER CONFORT 1.6 HDI","1","Privado","Física","VILLA BALLESTER","BUENOS AIRES","Femenino","1977","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-11","2011-02-24",1260,"FLORENCIO VARELA Nº 3","Buenos Aires","Nacional","2011","","FURGON 800","34","PEUGEOT","KE","PARTNER CONFORT 1.4","1","Privado","Física","VILLA VATTEONE","BUENOS AIRES","Masculino","1973","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-04","2005-04-20",1264,"ADROGUE Nº 5","Buenos Aires","Nacional","2005","","FURGON VIDRI C/ASIEN","07","CITROEN","20","BERLINGO FURGON 1.9D FULL","1","Privado","Física","GLEW","BUENOS AIRES","Femenino","1978","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-15","1988-01-08",1269,"LA MATANZA Nº 12","Buenos Aires","Nacional","1988","","BERLINA 5 PTAS","37","RENAULT","42","11 GTL","1","Privado","Física","VILLA CELINA","BUENOS AIRES","Masculino","1968","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-22","1999-08-20",1273,"MORENO Nº 4","Buenos Aires","Nacional","1999","","FURGON VIDRIADO C/AS","29","MERCEDES BENZ","91","SPRINTER 310D/F3550","1","Privado","Física","MORENO - Bº NAMUNCURA","BUENOS AIRES","No identificado","1960","No identificado",100,"06",""
"DENUNCIA DE ROBO O HURTO","2019-07-18","2000-08-25",1275,"ENSENADA","Buenos Aires","Importado","2000","","FURGONETA VID.C/ASIE","024","CHEVROLET","302","CORSA COMBO 1.7","1","Privado","Física","ENSENADA","BUENOS AIRES","No identificado","1973","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-10","2008-12-18",1287,"ITUZAINGO Nº 3","Buenos Aires","Nacional","2008","","FURGON VIDRIADO C/ASIENTOS","37","RENAULT","UR","KANGOO CONFORT 1.5 DCI CD AA DA SVT 1P","1","Privado","Física","VILLA UDAONDO","BUENOS AIRES","No identificado","1978","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-16","1994-06-14",1287,"ITUZAINGO Nº 3","Buenos Aires","Nacional","1994","","FURGON VIDRIADO.-","37","RENAULT","34","RENAULT TRAFIC","1","Privado","Física","V. UDAONDO","BUENOS AIRES","No identificado","1960","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-23","1999-07-21",1293,"PILAR Nº 4","Buenos Aires","Nacional","1999","","SEDAN","08","CHEVROLET","61","CORSA 4 PTAS.WIND 1.7 D","1","Privado","Física","PRESIDENTE DERQUI","BUENOS AIRES","Masculino","1994","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-11","2000-02-23",1300,"SAN MARTIN Nº 9","Buenos Aires","Nacional","2000","","RURAL 3 PTAS","34","PEUGEOT","AF","PARTNER BRKN","1","Privado","Física","J.L.SUAREZ-SAN MARTIN","BUENOS AIRES","No identificado","1983","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-03","1999-01-27",2011,"CAPITAL FEDERAL Nº 011","Ciudad Autónoma de Bs.As.","Importado","1999","","FURGONETA VID C/ASIE","047","FORD","395","COURIER","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1968","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-17","2001-05-23",2033,"CAPITAL FEDERAL Nº 033","Ciudad Autónoma de Bs.As.","Nacional","2001","","SEDAN","08","CHEVROLET","76","CORSA WIND 1.7 DIESEL -3P","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1952","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-05","1999-10-07",2039,"CAPITAL FEDERAL Nº 039","Ciudad Autónoma de Bs.As.","Nacional","1999","","SEDAN","08","CHEVROLET","57","CORSA 4 PUERTAS WIND 1.6 LTS","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1962","ARGENTINA",100,"02","ARG"
"COMUNICACIÓN DE RECUPERO","2019-07-30","2000-10-27",2073,"CAPITAL FEDERAL Nº 073","Ciudad Autónoma de Bs.As.","Nacional","2001","","SEDAN","08","CHEVROLET","77","CORSA 3 PTAS.WIND 1.6 MPFI","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2001","No aplica",100,"02",""
"COMUNICACIÓN DE RECUPERO","2019-07-25","2011-01-17",2091,"CAPITAL FEDERAL Nº 091","Ciudad Autónoma de Bs.As.","Nacional","2011","","FURGON VID.C/ASIENTO","07","CITROEN","77","BERLINGO FURGON 1.6 HDI FULL","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1975","No aplica",100,"02",""
"DENUNCIA DE ROBO O HURTO","2019-07-03","1996-07-29",2092,"CAPITAL FEDERAL Nº 092","Ciudad Autónoma de Bs.As.","Nacional","1996","","BERLINA 3 PTAS","37","RENAULT","BE","CLIO RN 3PTAS.","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Femenino","1990","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-12","1996-10-17",2102,"CAPITAL FEDERAL Nº 102","Ciudad Autónoma de Bs.As.","Nacional","1996","","BLANK","08","CHEVROLET","43","D-40 TURBO PLUS","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1972","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-02","1995-11-10",4008,"CORDOBA Nº 04","Córdoba","Importado","1995","","AUTOMOVIL","","NISSAN","","PATHFINDER/1995","1","Privado","Física","VILLA RIVERA INDARTE","CORDOBA","No identificado","1967","No identificado",100,"14",""
"DENUNCIA DE ROBO O HURTO","2019-07-25","1994-01-14",4074,"CORDOBA Nº 21","Córdoba","Nacional","1994","","SEDAN","99","RENAULT","99","19 RL","1","Privado","Física","CORDOBA","CORDOBA","No identificado","1982","ARGENTINA",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-30","1990-10-19",5007,"SANTO TOME","Corrientes","Nacional","1990","","SEDAN","19","FORD","33","ESCORT","1","Privado","Física","SANTO TOME","CORRIENTES","Masculino","1975","ARGENTINA",100,"18","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-16","1991-06-04",13029,"MENDOZA Nº 17","Mendoza","Nacional","1991","","CASILLA AUTOPORTANTE","37","RENAULT","37","TRAFIC","1","Privado","Física","LAS HERAS","MENDOZA","No identificado","1968","No identificado",100,"50",""
"DENUNCIA DE ROBO O HURTO","2019-07-30","1988-09-07",21003,"CASILDA Nº 1","Santa Fe","Nacional","1988","","BERLINA 5 PTAS","37","RENAULT","20","RENAULT 11 TS","1","Privado","Física","CASILDA","SANTA FE","Femenino","1973","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-03","2005-09-01",21022,"SAN LORENZO Nº 1","Santa Fe","Nacional","2005","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Física","CAPITAN BERMUDEZ","SANTA FE","Masculino","1965","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-26","2007-12-19",21022,"SAN LORENZO Nº 1","Santa Fe","Nacional","2007","","FURGON 600","34","PEUGEOT","EP","PARTNER FURGON D PLC PRESENCE","1","Privado","Física","CAPITÁN BERMÚDEZ","SANTA FE","No identificado","1974","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-04","2005-06-17",21044,"ROSARIO Nº 09","Santa Fe","Nacional","2005","","FOURGON COURT TYPE 600","07","CITROEN","19","BERLINGO FURGON 1.9D PACK","1","Privado","Física","ROSARIO","SANTA FE","Femenino","1966","ARGENTINA",100,"82","ARG"
"COMUNICACIÓN DE RECUPERO","2019-07-12","2009-09-03",21045,"ROSARIO Nº 10","Santa Fe","Nacional","2009","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Jurídica","ROSARIO","SANTA FE","No aplica","1959","No aplica",100,"82",""
"DENUNCIA DE ROBO O HURTO","2019-07-04","2008-04-11",21056,"ROSARIO Nº 13","Santa Fe","Nacional","2008","","FURGON 600","34","PEUGEOT","DS","PARTNER FURGON 1.9 D PRESENCE","1","Privado","Física","IBARLUCEA","SANTA FE","Masculino","1977","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-11","2003-06-05",21057,"ROSARIO Nº 14","Santa Fe","Nacional","2003","","FURGON 600","34","PEUGEOT","CZ","PARTNER FURGON 1.4 GNC","1","Privado","Física","PEREZ","SANTA FE","Masculino","1992","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-12","1986-01-29",21063,"CASILDA Nº 2","Santa Fe","Nacional","1986","","SEDAN 5 PUERTAS","37","RENAULT","19","RENAULT 11 TL","1","Privado","Física","CASILDA","SANTA FE","Masculino","1955","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-03","1998-07-13",1001,"ADROGUE Nº 1","Buenos Aires","Protocolo 21","1998","05","SEDAN 5 PTAS","136","VOLKSWAGEN","202","GOL GL 1.6 MI","1","Privado","Física","GLEW","BUENOS AIRES","Masculino","1990","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-03","1999-10-04",1001,"ADROGUE Nº 1","Buenos Aires","Protocolo 21","1999","22","SEDAN 3 PUERTAS","047","FORD","238","KA","1","Privado","Física","JOSE MARMOL","BUENOS AIRES","No identificado","1992","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-04","2002-03-14",1001,"ADROGUE Nº 1","Buenos Aires","Importado","2002","05","SEDAN 5 PTAS","104","PEUGEOT","420","206 XT HDI","1","Privado","Física","JOSE MARMOL","BUENOS AIRES","Masculino","1980","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-05","2018-12-26",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","2018","12","SEDAN 4 PUERTAS","37","RENAULT","2V","NUEVO LOGAN AUTHENTIQUE 1.6","1","Privado","Física","ADROGUÉ","BUENOS AIRES","Masculino","1973","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-10","1997-09-26",1001,"ADROGUE Nº 1","Buenos Aires","Protocolo 21","1997","02","SEDAN 4 PTAS","024","CHEVROLET","111","VECTRA CD 2.0 16V","1","Privado","Física","RAFAEL CALZADA","BUENOS AIRES","Masculino","1993","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-12","2005-10-26",1001,"ADROGUE Nº 1","Buenos Aires","Protocolo 21","2005","22","SEDAN 3 PTAS","127","SUZUKI","698","FUN 1.0","1","Privado","Física","RAFAEL CALZADA","BUENOS AIRES","Femenino","1992","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-16","1974-03-26",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","1974","12","SEDAN 4 PTAS","19","FORD","03","FALCON VERSION DE LUJO","1","Privado","Física","BURZACO","BUENOS AIRES","Masculino","1962","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-17","2007-10-08",1001,"ADROGUE Nº 1","Buenos Aires","Protocolo 21","2007","22","SEDAN 3 PUERTAS","136","VOLKSWAGEN","274","GOL 1.6","1","Privado","Física","ADROGUE","BUENOS AIRES","Masculino","1982","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-19","1997-12-11",1001,"ADROGUE Nº 1","Buenos Aires","Importado","1997","11","PICK UP","047","FORD","180","F-100 DIESEL","1","Privado","Física","ADROGUE - ALTE BROWN","BUENOS AIRES","Femenino","1959","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-19","2010-06-24",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","2010","12","SEDAN 4 PTAS","17","FIAT","AS","SIENA FIRE 4P 1.4MPI 8V HP BZ","1","Privado","Física","ADROGUÉ","BUENOS AIRES","Masculino","1999","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-24","1994-11-08",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","1994","11","SEDAN 2 PTAS","17","FIAT","62","UNO SCR-3P","1","Privado","Física","RAFAEL CALZADA","BUENOS AIRES","Masculino","1983","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-24","1994-07-22",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","1994","11","SEDAN 2 PUERTAS","17","FIAT","66","VIVACE","1","Privado","Física","JOSE MARMOL","BUENOS AIRES","Masculino","1983","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-29","2013-09-17",1001,"ADROGUE Nº 1","Buenos Aires","Protocolo 21","2013","02","SEDAN 4 PUERTAS","024","CHEVROLET","614","PRISMA 1.4 N LT","1","Privado","Física","JOSE MARMOL","BUENOS AIRES","Masculino","1964","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-07-01","2005-05-19",1004,"AVELLANEDA Nº 1","Buenos Aires","Protocolo 21","2005","02","SEDAN 4 PTAS","047","FORD","635","FIESTA 1.6L AMBIENTE PLUS","1","Privado","Física","VILLA DOMINICO","BUENOS AIRES","No identificado","1988","ARGENTINA",100,"06","ARG"
