"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_indec_id","titular_pais_nacimiento_indec_id"
"DENUNCIA DE ROBO O HURTO","2019-01-09","1998-05-14",1001,"ADROGUE Nº 1","Buenos Aires","Importado","1998","","FURGON VIDRIADO","104","PEUGEOT","133","BOXER 320M 2.5D","1","Privado","Física","RAFAEL CALZADA","BUENOS AIRES","Masculino","1965","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-11","1997-08-06",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","1997","","BERLINA 5 PTAS","37","RENAULT","BL","RENAULT 19 RT BIC.ABC","1","Privado","Física","J. MARMOL","BUENOS AIRES","Masculino","1996","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-10","1994-07-21",1005,"AVELLANEDA Nº 2","Buenos Aires","Importado","1994","","SEDAN","","RENAULT","","19.RN 1,4","1","Privado","Física","WILDE","BUENOS AIRES","No identificado","1985","No identificado",100,"06",""
"DENUNCIA DE ROBO O HURTO","2019-01-31","1979-05-07",1029,"ESTEBAN ECHEVERRIA Nº 1","Buenos Aires","Nacional","1978","","UNIDAD TRACTORA","29","MERCEDES BENZ","19","LO 1114/48","1","Privado","Jurídica","MONTE GRANDE","BUENOS AIRES","No aplica","2017","No aplica",100,"06",""
"DENUNCIA DE ROBO O HURTO","2019-01-07","2008-01-11",1030,"FLORENCIO VARELA Nº 1","Buenos Aires","Importado","2008","","PICK-UP CABINA DOBLE","158","DODGE","109","RAM 2500 SLT 4X4 TD HEAVY DUTY","1","Privado","Física","FLORENCIO VARELA","BUENOS AIRES","No identificado","1952","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-16","1998-09-18",1047,"LANUS Nº 1","Buenos Aires","Nacional","1998","","SEDAN","08","CHEVROLET","62","CORSA 4P GL 1.7 DIES BASE","1","Privado","Física","V.INDUSTRIALES","BUENOS AIRES","Masculino","1982","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-23","1997-11-06",1053,"LOMAS DE ZAMORA Nº 1","Buenos Aires","Nacional","1997","","FURGON VIDRIADO","37","RENAULT","37","TRAFIC CORTO DIESEL","1","Privado","Física","BANFIELD","BUENOS AIRES","No identificado","1967","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-31","2000-07-21",1055,"LUJAN Nº 1","Buenos Aires","Nacional","2000","","FURGON VIDRIADO C/A","37","RENAULT","EE","KANGOO RL EXPRESS DIE DA AA","1","Privado","Física","LUJAN","BUENOS AIRES","Masculino","1962","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-15","2000-08-09",1062,"MERLO Nº 1","Buenos Aires","Nacional","2000","","SEDAN","08","CHEVROLET","77","CORSA 3 PUERTAS 1.0 N","1","Privado","Física","SANTA ANA","BUENOS AIRES","Masculino","1993","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-07","1998-08-03",1090,"SAN MIGUEL Nº 1","Buenos Aires","Importado","1998","","FURGON VIDRIADO","044","FIAT","130","DUCATO 1.9D P.C. 10","1","Privado","Física","SAN MIGUEL","BUENOS AIRES","Femenino","1965","Paraguay",100,"06","PRY"
"DENUNCIA DE ROBO O HURTO","2019-01-16","2009-04-07",1090,"SAN MIGUEL Nº 1","Buenos Aires","Nacional","2009","","FOURGON COURT TYPE 6","07","CITROEN","20","BERLINGO FURGON 1.9 D PLC","1","Privado","Física","SAN MIGUEL","BUENOS AIRES","No identificado","1981","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-23","1999-12-09",1096,"TIGRE Nº 1","Buenos Aires","Importado","1999","","FURGON VIDRIADO","044","FIAT","134","DUCATO 15 2.8D (CORTO)","1","Privado","Física","DON TORCUATO","BUENOS AIRES","Masculino","1980","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-23","2000-10-27",1117,"TRES DE FEBRERO Nº 2","Buenos Aires","Nacional","2000","","SEDAN","08","CHEVROLET","77","CORSA 3 PTAS WIND 1.6 MPFI","1","Privado","Física","M.CORONADO","BUENOS AIRES","No identificado","1982","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-02","2007-05-08",1133,"SAN MIGUEL Nº 3","Buenos Aires","Nacional","2007","","FURGON VIDRIADO","37","RENAULT","TE","KANGOO EXP CONFORT 1.9 AA","1","Privado","Física","B.VISTA- S.MIGUEL","BUENOS AIRES","No identificado","1976","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-31","1998-11-03",1144,"QUILMES Nº 3","Buenos Aires","Importado","1998","","MINIBUS VIDRIADO","047","FORD","132","TRANSIT 190-L","1","Privado","Física","QUILMES","BUENOS AIRES","Masculino","1980","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-14","2004-05-05",1145,"QUILMES Nº 4","Buenos Aires","Nacional","2004","","BERLINA 4 PTAS","37","RENAULT","NK","MEGANE EXPRESION TRI GNC","1","Privado","Física","QUILMES","BUENOS AIRES","Femenino","1974","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-18","2010-09-09",1145,"QUILMES Nº 4","Buenos Aires","Nacional","2010","","FURGON 800","34","PEUGEOT","KD","PARTNER PRESENCE 1.4","1","Privado","Física","QUILMES","BUENOS AIRES","No identificado","1960","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-15","2004-01-19",1151,"AVELLANEDA Nº 4","Buenos Aires","Nacional","2004","","FURGON VIDRIADO C/ASIENTOS","34","PEUGEOT","DA","PARTNER FURGON 1.9 D","1","Privado","Física","AVELLANEDA","BUENOS AIRES","Masculino","1971","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-03","2007-07-03",1152,"LA MATANZA Nº 04","Buenos Aires","Nacional","2007","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Física","ISIDRO CASANOVA","BUENOS AIRES","Masculino","1955","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-03","2000-08-23",1153,"LA MATANZA Nº 05","Buenos Aires","Nacional","2000","","OTROS","08","CHEVROLET","83","CHEVROLET G.VITARA 5P 2.0 TDI","1","Privado","Física","CIUDAD EVITA","BUENOS AIRES","Femenino","1948","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-16","1995-01-18",1158,"TRES DE FEBRERO Nº 3","Buenos Aires","Nacional","1995","","BERLINA 5 PTAS.","37","RENAULT","AH","RENAULT 19 RN INYEC.(BIC)","1","Privado","Física","VILLA BOSCH","BUENOS AIRES","Masculino","1978","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-08","2001-02-23",1164,"MAR DEL PLATA Nº 06","Buenos Aires","Nacional","2001","","SEDAN","08","CHEVROLET","76","CORSA WIND 1.7 DIESEL -3P","1","Privado","Física","MAR DEL PLATA","BUENOS AIRES","Femenino","1994","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-04","2008-05-08",1174,"LA MATANZA Nº 07","Buenos Aires","Nacional","2008","","FURGON 600","34","PEUGEOT","EP","PARTNER FURGON D PLC PRESENCE","1","Privado","Física","SAN JUSTO","BUENOS AIRES","Masculino","1994","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-23","2005-07-27",1174,"LA MATANZA Nº 07","Buenos Aires","Nacional","2005","","FURGON CON ASIENTOS","34","PEUGEOT","EP","PARTNER FURGON D PLC PRESENCE","1","Privado","Física","SAN JUSTO","BUENOS AIRES","Masculino","1992","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-03","2008-08-21",1177,"LOMAS DE ZAMORA Nº 6","Buenos Aires","Nacional","2008","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Física","LOMAS DE ZAMORA","BUENOS AIRES","Masculino","1979","Argentina",50,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-04","1999-08-04",1177,"LOMAS DE ZAMORA Nº 6","Buenos Aires","Nacional","1999","","SEDAN","08","CHEVROLET","67","CORSA 4 PUERTAS GL1.7 DIESEL A","1","Privado","Física","LLAVALLOL","BUENOS AIRES","Masculino","1976","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-31","1999-11-05",1177,"LOMAS DE ZAMORA Nº 6","Buenos Aires","Nacional","1999","","S. WAGON","08","CHEVROLET","66","CORSA WAGON 5 PTAS GLS 1.7D","1","Privado","Física","LOMAS DE ZAMORA","BUENOS AIRES","Masculino","1979","Perú",100,"06","PER"
"DENUNCIA DE ROBO O HURTO","2019-01-16","2007-07-27",1181,"TRES DE FEBRERO Nº 4","Buenos Aires","Nacional","2007","","FURGON COURT TYPE 600","07","CITROEN","20","BERLINGO FURGON 1.9D FULL","1","Privado","Física","CIUDADELA","BUENOS AIRES","Masculino","1965","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-11","1996-01-12",1184,"MAR DEL PLATA Nº 07","Buenos Aires","Nacional","1996","","BERLINA 5 PTAS","37","RENAULT","AH","RENAULT 19 RN INYEC (BIC)","1","Privado","Física","MAR DEL PLATA","BUENOS AIRES","Masculino","1962","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-18","1993-04-19",1203,"MALVINAS ARGENTINAS Nº 1 (EX. SAN MIGUEL NRO. 4)","Buenos Aires","Importado","1993","","SEDAN","044","FIAT","286","DUNA SL 1.6","1","Privado","Física","ING. ADOLFO SOURDEAUX","BUENOS AIRES","Femenino","1981","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-21","2011-11-10",1204,"MALVINAS ARGENTINAS Nº 2 (EX. SAN MIGUEL NRO. 5)","Buenos Aires","Nacional","2011","","FURGON VID C/ASIENTO","37","RENAULT","WA","KANGOO CONFORT 1.5 DCICDAADASVT1P(600KG)","1","Privado","Física","LOS POLVORINES","BUENOS AIRES","Masculino","1973","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-17","1994-05-04",1213,"CARMEN DE ARECO","Buenos Aires","Nacional","1994","","CHASIS C/CABINA P/CA","29","MERCEDES BENZ","50","L 1215/42","1","Privado","Física","CARMEN DE ARECO","BUENOS AIRES","No identificado","1966","Argentina",50,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-22","2000-09-27",1216,"QUILMES Nº 7","Buenos Aires","Nacional","2000","","SEDAN","08","CHEVROLET","76","CORSA WIND 1.7 DIESEL 3P","1","Privado","Física","QUILMES","BUENOS AIRES","Masculino","1988","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-28","2001-05-18",1216,"QUILMES Nº 7","Buenos Aires","Nacional","2001","","RURAL 3 PTAS","34","PEUGEOT","05","PARPANDAA","1","Privado","Física","SAN FRANCISCO SOLANO","BUENOS AIRES","Masculino","1982","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-30","2000-07-26",1226,"LA MATANZA Nº 09","Buenos Aires","Nacional","2000","","BERLINA 5 PTAS","37","RENAULT","DU","CLIO RN 5 PTAS PACK AA DA","1","Privado","Física","C.AUTONOMA DE BS.AS","BUENOS AIRES","Masculino","1996","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-31","1994-02-23",1226,"LA MATANZA Nº 09","Buenos Aires","Nacional","1994","","BERLINA 5 PUERTAS","37","RENAULT","90","19 RN BIC","1","Privado","Física","I. CASANOVA","BUENOS AIRES","Masculino","1983","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-02","2007-08-02",1227,"LA MATANZA Nº 10","Buenos Aires","Protocolo 21","2007","","PICK-UP CABINA DOBLE","102","NISSAN","462","FRONTIER 4X2SE 2.8TDI ELECTRONIC","1","Privado","Física","GREGORIO DE LAFERRERE","BUENOS AIRES","Masculino","1973","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-31","1999-08-03",1234,"ADROGUE Nº 4","Buenos Aires","Nacional","1999","","SEDAN","08","CHEVROLET","67","CORSA 4 PUERTAS GL 1.7 DIESEL A","1","Privado","Física","BURZACO","BUENOS AIRES","Masculino","1963","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-16","1986-04-17",1237,"LOMAS DE ZAMORA Nº 7","Buenos Aires","Nacional","1986","","SEDAN 5 PUERTAS","37","RENAULT","20","11 TS","1","Privado","Física","LOMAS DE ZAMORA","BUENOS AIRES","Masculino","1972","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-18","1991-01-02",1237,"LOMAS DE ZAMORA Nº 7","Buenos Aires","Nacional","1991","","SEDAN","19","FORD","33","ESCORT","1","Privado","Física","VILLA FIORITO","BUENOS AIRES","Masculino","1985","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-29","1995-06-02",1240,"JOSE C. PAZ Nº 1","Buenos Aires","Nacional","1995","","BERLINA 5 PUERTAS","37","RENAULT","AH","19 RN INYECCION BIC.","1","Privado","Física","JOSE C. PAZ","BUENOS AIRES","Masculino","1971","Uruguay",100,"06","URY"
"DENUNCIA DE ROBO O HURTO","2019-01-09","1999-11-02",1243,"BERAZATEGUI Nº 4","Buenos Aires","Nacional","1999","","BERLINA 4 PTAS","37","RENAULT","CW","RENAULT 19 RE DIESEL","1","Privado","Física","BERAZATEGUI","BUENOS AIRES","Masculino","1956","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-10","2004-05-07",1243,"BERAZATEGUI Nº 4","Buenos Aires","Nacional","2004","","BERLINA 4 PUERTAS","37","RENAULT","NK","MEGANE EXPRESION TRI GNC","1","Privado","Física","BERAZATEGUI","BUENOS AIRES","Femenino","1981","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-10","2001-04-30",1244,"LA MATANZA Nº 11","Buenos Aires","Nacional","2001","","SEDAN","08","CHEVROLET","77","CORSA 3 PTAS WIND 1.6 MPFI","1","Privado","Física","RAMOS MEJÍA","BUENOS AIRES","Femenino","1962","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-16","1999-07-21",1252,"QUILMES Nº 5 (EX 9)","Buenos Aires","Nacional","1999","","FURGON VID.C/ASIENTO","37","RENAULT","EM","KANGOO RL EXPRESS","1","Privado","Física","BERNAL","BUENOS AIRES","Masculino","1983","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-17","1996-05-16",1253,"LA PLATA Nº 13","Buenos Aires","Nacional","1996","","CAMION","29","MERCEDES BENZ","44","BM688 VERSION 710","1","Privado","Física","TOLOSA","BUENOS AIRES","Masculino","1964","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-07","2007-03-19",1257,"MORENO Nº 3","Buenos Aires","Nacional","2007","","FURGON 600","34","PEUGEOT","DS","PARTNER FURGON 1.9 D PRESENCE","1","Privado","Física","MORENO","BUENOS AIRES","Masculino","1988","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-30","1998-08-21",1259,"SAN MARTIN Nº 8","Buenos Aires","Nacional","1998","","BERLINA 5 PTAS.-","37","RENAULT","BC","CLIO RT 5PTAS. AA.DA.","1","Privado","Física","LOMA HERMOSA","BUENOS AIRES","Masculino","1995","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-28","1990-07-10",1270,"TIGRE Nº 5","Buenos Aires","Nacional","1990","","BERLINA 4 PTAS","37","RENAULT","60","RENAULT 9 TS","1","Privado","Física","EL TALAR","BUENOS AIRES","No identificado","1974","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-03","1998-05-15",1273,"MORENO Nº 4","Buenos Aires","Nacional","1998","","BERLINA 5 PTAS","33","RENAULT","7C","CLIO RL DIESEL 5 PTAS DA.","1","Privado","Física","CUARTEL V","BUENOS AIRES","Masculino","1992","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-28","2000-08-03",1280,"ESCOBAR Nº 3 (EX. INGENIERO MASCHWITZ)","Buenos Aires","Nacional","2000","","BERLINA 3 PTAS","37","RENAULT","DV","CLIO RN 3P DIE PACK AA DA","1","Privado","Física","GARIN","BUENOS AIRES","Femenino","1975","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-02","1998-07-15",1290,"LA MATANZA Nº 13","Buenos Aires","Nacional","1998","","BERLINA 3 PUERTAS","37","RENAULT","BS","CLIO RN 3PTAS PACK AA.","1","Privado","Física","GONZALEZ CATAN","BUENOS AIRES","Femenino","1978","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-07","2008-01-14",1290,"LA MATANZA Nº 13","Buenos Aires","Protocolo 21","2008","","PICK UP-CABINA DOBLE","102","NISSAN","824","FRONTIER 4X4XE 2.8TDI ELECTRONIC","1","Privado","Física","ISIDRO CASANOVA","BUENOS AIRES","Masculino","1969","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-04","1999-03-09",1300,"SAN MARTIN Nº 9","Buenos Aires","Nacional","1999","","BERLINA 3 PTAS","37","RENAULT","CC","CLIO RL DIESEL 3 PTAS.","1","Privado","Física","SAN ANDRÉS","BUENOS AIRES","No identificado","1968","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-15","1998-06-24",2005,"CAPITAL FEDERAL Nº 005","Ciudad Autónoma de Bs.As.","Nacional","1998","","COMBI 3550","29","MERCEDES BENZ","93","SPRINTER 310D/C3550","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1967","No identificado",100,"02",""
"DENUNCIA DE ROBO O HURTO","2019-01-23","1998-05-12",2010,"CAPITAL FEDERAL Nº 010","Ciudad Autónoma de Bs.As.","Importado","1998","","FURG VIDRIADO C/ASIE","063","IVECO","001","TURBO DAILY 49-10","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1976","Argentina",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-14","2009-11-30",2012,"CAPITAL FEDERAL Nº 012","Ciudad Autónoma de Bs.As.","Nacional","2009","","UTILITARIO","08","CHEVROLET","CD","CORSA CLASSIC 3 P CARGO 1.4N","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Femenino","1962","Argentina",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-23","2010-06-28",2014,"CAPITAL FEDERAL Nº 014","Ciudad Autónoma de Bs.As.","Nacional","2010","","FURGON 800","34","PEUGEOT","KG","PARTNER CONFORT 1.6 HDI","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Femenino","1968","Argentina",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-15","1994-05-12",2025,"CAPITAL FEDERAL Nº 025","Ciudad Autónoma de Bs.As.","Nacional","1994","","FAMILIAR","17","FIAT","76","DUNA W.E. SCR / CSL","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1958","Argentina",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-07","1990-10-17",2028,"CAPITAL FEDERAL Nº 028","Ciudad Autónoma de Bs.As.","Nacional","1990","","CHASIS C/CABINA P/CAMION","29","MERCEDES BENZ","08","L 1114/42","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1997","No aplica",100,"02",""
"DENUNCIA DE ROBO O HURTO","2019-01-22","1972-01-18",2033,"CAPITAL FEDERAL Nº 033","Ciudad Autónoma de Bs.As.","Nacional","1972","","AUTOMOVIL UTILITARIO","37","RENAULT","03","RENAULT 4 S","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Femenino","1947","Argentina",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-23","2011-08-24",2041,"CAPITAL FEDERAL Nº 041","Ciudad Autónoma de Bs.As.","Protocolo 21","2011","","MINIBUS","044","FIAT","137","DUCATO MAXICARGO 2.3 JTD","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1952","Argentina",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-21","1998-10-02",2042,"CAPITAL FEDERAL Nº 042","Ciudad Autónoma de Bs.As.","Nacional","1998","","FURGON  3550","29","MERCEDES BENZ","91","SPRINTER 310D F3550","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1972","Argentina",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-04","1993-12-23",2059,"CAPITAL FEDERAL Nº 059","Ciudad Autónoma de Bs.As.","Importado","1989","","SIN ESPECIFICACION","","FIAT","","UNO","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1972","No identificado",100,"02",""
"DENUNCIA DE ROBO O HURTO","2019-01-22","2005-02-07",2070,"CAPITAL FEDERAL Nº 070","Ciudad Autónoma de Bs.As.","Nacional","2005","","BERLINA 4 PTAS","37","RENAULT","NK","MEGANE EXPRESION TRI GNC","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1964","Argentina",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-23","2007-01-24",2079,"CAPITAL FEDERAL Nº 079","Ciudad Autónoma de Bs.As.","Nacional","2007","","FURGON 600","34","PEUGEOT","DM","PARTNER FURGON 1.4 N PRESENCE","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2004","No aplica",100,"02",""
"DENUNCIA DE ROBO O HURTO","2019-01-31","2010-08-12",2093,"CAPITAL FEDERAL Nº 093","Ciudad Autónoma de Bs.As.","Protocolo 21","2010","","TRACTOR C/CAB.DORMIT","092","MERCEDES BENZ","927","LS-1634","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2004","No aplica",100,"02",""
"DENUNCIA DE ROBO O HURTO","2019-01-16","2001-02-26",4042,"CORDOBA Nº 10","Córdoba","Nacional","2001","","SEDAN","08","CHEVROLET","84","CORSA 3P.CITI 1.0 N","1","Privado","Física","CORDOBA","CORDOBA","Masculino","1993","Argentina",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-18","2000-05-22",4053,"CORDOBA Nº 13","Córdoba","Nacional","2000","","BERLINA 4 PUERTAS","37","RENAULT","EW","MEGANE RN TRI AA F2","1","Privado","Física","CORDOBA","CORDOBA","No identificado","1985","Argentina",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-04","1998-03-12",4061,"CORDOBA Nº 18","Córdoba","Nacional","1998","","BERLINA 4 PTAS","37","RENAULT","CK","MEGANE RT TRIC.2.0","1","Privado","Física","CORDOBA","CORDOBA","Masculino","1976","Argentina",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-03","2006-06-01",4063,"CORDOBA Nº 20","Córdoba","Nacional","2006","","FURGON 600","34","PEUGEOT","EP","PARTNER FURGON D PLC PRESENCE","1","Privado","Física","CAP","CORDOBA","Masculino","1966","Argentina",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-09","1999-06-08",4078,"CORDOBA Nº 24","Córdoba","Nacional","1999","","BERLINA 5 PTAS","37","RENAULT","DW","CLIO RN 5P DIE PACK AA DA","1","Privado","Física","CORDOBA","CORDOBA","Masculino","2000","Argentina",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-11","2007-05-30",4078,"CORDOBA Nº 24","Córdoba","Nacional","2007","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Física","CORDOBA","CORDOBA","Masculino","1980","Argentina",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-17","2004-04-13",17003,"ORAN","Salta","Nacional","2004","","SEMI-ACOPLADO","92","PINCEN","25","SCS 15,5 2+1E","1","Privado","Jurídica","COLONIA SANTA ROSA -B.PARQUE LOS PINOS","SALTA","No aplica","1997","No aplica",100,"66",""
"DENUNCIA DE ROBO O HURTO","2019-01-28","2007-03-22",21058,"ROSARIO Nº 15","Santa Fe","Protocolo 21","2007","","PICK UP CABINA DOBLE","096","MITSUBISHI","345","L200 OUTDOOR HPE","1","Privado","Física","ROSARIO","SANTA FE","No identificado","1978","Argentina",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-29","1999-05-20",21074,"SANTA FE N° 7","Santa Fe","Protocolo 21","1999","","FURGONETA","112","RENAULT","301","EXPRESS RN","1","Privado","Física","SANTA FE","SANTA FE","No identificado","1971","Argentina",50,"82","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-02","2018-04-11",1001,"ADROGUE Nº 1","Buenos Aires","Importado","2018","05","SEDAN 5 PUERTAS","G89","CHERY","036","QQ LIGHT LS","1","Privado","Física","JOSE MARMOL","BUENOS AIRES","Femenino","1998","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-03","2013-09-09",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","2013","17","SEDAN 5 PUERTAS","08","CHEVROLET","DL","AGILE 5P LS SPIRIT 1.4","1","Privado","Física","RAFAEL CALZADA","BUENOS AIRES","Masculino","1966","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-04","2006-12-01",1001,"ADROGUE Nº 1","Buenos Aires","Protocolo 21","2006","05","SEDAN 5 PTAS","044","FIAT","592","UNO FIRE 1242 MPI 8V","1","Privado","Física","ADROGUE","BUENOS AIRES","Femenino","1971","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-08","1997-09-17",1001,"ADROGUE Nº 1","Buenos Aires","Importado","1997","22","SEDAN 3 PTAS","136","VOLKSWAGEN","202","GOL GL 1.6 MI","1","Privado","Física","RAFAEL CALZADA","BUENOS AIRES","No identificado","1983","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-08","1999-12-14",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","1999","20","PICK-UP","68","TOYOTA","08","HILUX 4X4 CAB.DOB SR5","1","Privado","Física","ADROGUE","BUENOS AIRES","Masculino","1967","Argentina",50,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-01-09","1993-09-09",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","1993","12","SEDAN 4 PUERTAS","34","PEUGEOT","03","504 XSTCADA","1","Privado","Física","JOSE MARMOL","BUENOS AIRES","Masculino","1952","Argentina",100,"06","ARG"
