"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_indec_id","titular_pais_nacimiento_indec_id"
"DENUNCIA DE ROBO O HURTO","2019-02-20","2000-01-05",1104,"BERAZATEGUI Nº 1","Buenos Aires","Nacional","2000","12","SEDAN 4 PTAS","34","PEUGEOT","93","306 BRL.4P N","1","Privado","Física","BERAZATEGUI","BUENOS AIRES","Femenino","1985","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-26","2010-07-14",1104,"BERAZATEGUI Nº 1","Buenos Aires","Protocolo 21","2010","05","SEDAN 5 PTAS","044","FIAT","689","PALIO FIRE 1.4","1","Privado","Física","BERAZATEGUI","BUENOS AIRES","Masculino","1983","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-08","2010-11-09",1105,"CAMPANA Nº 1","Buenos Aires","Importado","2010","04","RURAL 5 PTAS","158","DODGE","116","JOURNEY R/T 2.7","1","Privado","Física","CAMPANA","BUENOS AIRES","No identificado","1971","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-19","2011-09-20",1105,"CAMPANA Nº 1","Buenos Aires","Nacional","2011","17","SEDAN 5 PTAS","08","CHEVROLET","CS","AGILE 5P 1.4 LT","1","Privado","Física","CAMPANA","BUENOS AIRES","Masculino","1963","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-05","2000-11-10",1106,"LA MATANZA Nº 02","Buenos Aires","Nacional","2000","13","RURAL 3 PUERTAS","34","PEUGEOT","03","PARPADDAA","1","Privado","Física","RAMOS MEJIA","BUENOS AIRES","No identificado","1984","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-07","2006-02-13",1106,"LA MATANZA Nº 02","Buenos Aires","Importado","2006","02","SEDAN 4 PTAS","136","VOLKSWAGEN","282","BORA TDI","1","Privado","Física","RAMOS MEJIA","BUENOS AIRES","Masculino","1990","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-08","2008-10-16",1106,"LA MATANZA Nº 02","Buenos Aires","Protocolo 21","2008","05","SEDAN 5 PTAS","024","CHEVROLET","357","ASTRA GL 2.0","1","Privado","Física","RAMOS MEJÍA","BUENOS AIRES","No identificado","1982","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-12","2014-06-24",1106,"LA MATANZA Nº 02","Buenos Aires","Protocolo 21","2014","05","SEDAN 5 PUERTAS","104","PEUGEOT","708","208 FELINE 1.6 N PACK CUIR","1","Privado","Física","RAMOS MEJIA","BUENOS AIRES","Femenino","1962","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-12","1995-03-17",1106,"LA MATANZA Nº 02","Buenos Aires","Nacional","1995","12","SEDAN 4 PUERTAS","19","FORD","43","ORION GLX","1","Privado","Física","RAMOS MEJIA","BUENOS AIRES","Masculino","1967","Estados Unidos",100,"06","USA"
"DENUNCIA DE ROBO O HURTO","2019-02-13","1994-06-07",1106,"LA MATANZA Nº 02","Buenos Aires","Nacional","1994","11","SEDAN 2 PTAS","17","FIAT","72","UNO CL-AA-3P /94","1","Privado","Física","RAMOS MEJIA","BUENOS AIRES","No identificado","1990","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-13","2015-02-26",1106,"LA MATANZA Nº 02","Buenos Aires","Protocolo 21","2015","05","SEDAN 5 PUERTAS","104","PEUGEOT","723","208 ALLURE 1.6N TOUCHSCREEN","1","Privado","Física","RAMOS MEJIA","BUENOS AIRES","No identificado","1998","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-14","2005-06-30",1106,"LA MATANZA Nº 02","Buenos Aires","Protocolo 21","2005","22","SEDAN 3 PTAS","127","SUZUKI","698","FUN 1.0","1","Privado","Física","V.INSUPERABLE-LA MATANZA","BUENOS AIRES","No identificado","1967","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-19","2011-01-12",1106,"LA MATANZA Nº 02","Buenos Aires","Protocolo 21","2011","05","SEDAN 5 PTAS","136","VOLKSWAGEN","348","FOX 1.6","1","Privado","Física","ISIDRO CASANOVA","BUENOS AIRES","Femenino","1980","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-20","2012-03-01",1106,"LA MATANZA Nº 02","Buenos Aires","Importado","2011","02","SEDAN 4 PTAS","011","AUDI","168","A4 2.0T FSI","1","Privado","Física","RAMOS MEJÍA","BUENOS AIRES","Masculino","1975","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-26","2003-09-23",1106,"LA MATANZA Nº 02","Buenos Aires","Importado","2003","05","SEDAN 5 PTAS","104","PEUGEOT","471","307 XT 2.0 PREMIUM","1","Privado","Física","RAMOS MEJIA - LA MATANZA","BUENOS AIRES","No identificado","1976","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-28","2015-10-28",1106,"LA MATANZA Nº 02","Buenos Aires","Protocolo 21","2015","05","SEDAN 5 PUERTAS","104","PEUGEOT","708","208 FELINE 1.6 N PACK CUIR","1","Privado","Física","RAMOS MEJÍA","BUENOS AIRES","No identificado","1960","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-04","2000-08-09",1107,"LANUS Nº 2","Buenos Aires","Nacional","2000","11","SEDAN 2 PUERTAS","17","FIAT","77","UNO S 1.4 SPI (3P) S.E.","1","Privado","Física","LANUS OESTE","BUENOS AIRES","Masculino","1979","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-05","2002-09-05",1107,"LANUS Nº 2","Buenos Aires","Nacional","2002","17","SEDAN 5 PTAS","34","PEUGEOT","BJ","206 XRD PACK 5P MUX","1","Privado","Física","LANUS","BUENOS AIRES","No identificado","1975","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-01","1997-03-03",1107,"LANUS Nº 2","Buenos Aires","Importado","1997","05","SEDAN 5 PTAS","047","FORD","118","MONDEO CLX","1","Privado","Física","VILLA DIAMANTE","BUENOS AIRES","Masculino","1975","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-06","2011-05-03",1107,"LANUS Nº 2","Buenos Aires","Protocolo 21","2011","02","SEDAN 4 PTAS","104","PEUGEOT","587","207 COMPACT XR 1.4","1","Privado","Física","LANUS","BUENOS AIRES","No identificado","1983","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-13","1997-05-08",1107,"LANUS Nº 2","Buenos Aires","Nacional","1997","18","SEDAN 3 PTAS","53","VOLKSWAGEN","11","GOL GLD","1","Privado","Física","V INDUSTRIALES LANUS","BUENOS AIRES","No identificado","1971","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-15","2008-09-29",1107,"LANUS Nº 2","Buenos Aires","Importado","2008","02","SEDAN 4 PTAS","136","VOLKSWAGEN","285","BORA 2.0","1","Privado","Física","LANUS OESTE","BUENOS AIRES","No identificado","1945","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-25","1993-06-08",1107,"LANUS Nº 2","Buenos Aires","Nacional","1993","19","SEDAN 5 PTAS","19","FORD","40","ESCORT LX","1","Privado","Física","LANÚS OESTE","BUENOS AIRES","Masculino","1978","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-26","1994-01-28",1107,"LANUS Nº 2","Buenos Aires","Nacional","1994","12","SEDAN 4 PTAS","34","PEUGEOT","03","504 XSTCADA","1","Privado","Física","VALENTIN ALSINA - LANUS","BUENOS AIRES","No identificado","1951","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-27","2008-09-02",1107,"LANUS Nº 2","Buenos Aires","Protocolo 21","2008","05","SEDAN 5 PTAS","024","CHEVROLET","357","ASTRA GL 2.0","1","Privado","Física","VILLA DE LOS INDUSTRIALES","BUENOS AIRES","No identificado","1947","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-27","2004-01-23",1107,"LANUS Nº 2","Buenos Aires","Protocolo 21","2004","05","SEDAN 5 PTAS","024","CHEVROLET","356","ASTRA GLS 2.0","1","Privado","Física","VALENTÍN ALSINA","BUENOS AIRES","No identificado","1993","Perú",100,"06","PER"
"DENUNCIA DE ROBO O HURTO","2019-02-28","1995-01-26",1107,"LANUS Nº 2","Buenos Aires","Nacional","1995","12","SEDAN 4 PTAS","34","PEUGEOT","03","504 XSTCADA","1","Privado","Física","VILLA CARAZA","BUENOS AIRES","Masculino","1968","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-26","1998-11-27",1108,"OLIVOS Nº 02","Buenos Aires","Protocolo 21","1998","11","PICK UP","047","FORD","266","F-100 4X2","1","Privado","Física","FLORIDA","BUENOS AIRES","Masculino","1993","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-26","1993-04-01",1108,"OLIVOS Nº 02","Buenos Aires","Nacional","1993","17","SEDAN 5 PTAS","19","FORD","41","ESCORT GHIA SX","1","Privado","Física","FLORIDA","BUENOS AIRES","Masculino","1958","Argentina",50,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-18","2012-08-17",1111,"SAN ISIDRO Nº 02","Buenos Aires","Nacional","2012","17","SEDAN 5 PTAS","53","VOLKSWAGEN","TD","SURAN 1.6L 5D 700","1","Privado","Física","BECCAR","BUENOS AIRES","Femenino","1993","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-26","1998-02-24",1112,"NAVARRO","Buenos Aires","Importado","1998","05","SEDAN 5 PTAS","104","PEUGEOT","218","205 GLD","1","Privado","Física","NAVARRO","BUENOS AIRES","Masculino","1989","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-04","1987-01-23",1113,"SAN VICENTE","Buenos Aires","Nacional","1987","14","RURAL 4 PTAS","37","RENAULT","26","18 GTX II B.","1","Privado","Física","A.KORN","BUENOS AIRES","Femenino","1955","Argentina",50,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-06","2004-12-02",1113,"SAN VICENTE","Buenos Aires","Protocolo 21","2004","22","SEDAN 3 PTAS","136","VOLKSWAGEN","283","GOL 1.9 SD","1","Privado","Física","A.KORN","BUENOS AIRES","Femenino","1948","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-08","2010-09-08",1113,"SAN VICENTE","Buenos Aires","Protocolo 21","2010","82","PICK-UP CABINA DOBLE","024","CHEVROLET","416","S10 2.8TDI DLX 4X4 ELECTRONIC CD","1","Privado","Física","SAN VICENTE","BUENOS AIRES","Femenino","1978","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-08","2013-06-10",1113,"SAN VICENTE","Buenos Aires","Protocolo 21","2013","04","RURAL 5 PTAS","027","CITROEN","242","C3 AIRCROSS 1.6I 16V EXCLUSIVE","1","Privado","Física","GUERNICA","BUENOS AIRES","Femenino","1993","Argentina",50,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-11","2004-03-26",1113,"SAN VICENTE","Buenos Aires","Protocolo 21","2004","22","SEDAN 3 PTAS","044","FIAT","592","UNO FIRE 1242 MPI 8V","1","Privado","Física","SAN VICENTE","BUENOS AIRES","Masculino","1997","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-13","2012-05-31",1113,"SAN VICENTE","Buenos Aires","Protocolo 21","2012","05","SEDAN 5 PTAS","136","VOLKSWAGEN","359","CROSSFOX 1.6","1","Privado","Física","GUERNICA","BUENOS AIRES","Femenino","1961","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-15","2005-06-02",1113,"SAN VICENTE","Buenos Aires","Protocolo 21","2005","22","SEDAN 3 PUERTAS","136","VOLKSWAGEN","274","GOL 1.6","1","Privado","Física","GUERNICA","BUENOS AIRES","Masculino","1970","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-15","1992-09-29",1113,"SAN VICENTE","Buenos Aires","Nacional","1992","12","SEDAN 4 PTAS","34","PEUGEOT","22","405 SR","1","Privado","Física","GUERNICA","BUENOS AIRES","Masculino","1981","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-15","2012-02-24",1113,"SAN VICENTE","Buenos Aires","Nacional","2012","17","SEDAN 5 PTAS","34","PEUGEOT","KU","207 COMPACT XS HDI 1.4 5P","1","Privado","Física","SAN VICENTE","BUENOS AIRES","Masculino","1997","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-19","1994-11-02",1113,"SAN VICENTE","Buenos Aires","Nacional","1994","12","SEDAN 4 PTAS","37","RENAULT","AB","RENAULT 9 RL","1","Privado","Física","A.KORN","BUENOS AIRES","Femenino","1980","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-19","2006-04-12",1113,"SAN VICENTE","Buenos Aires","Nacional","2006","12","SEDAN 4 PTAS","53","VOLKSWAGEN","JS","POLO CLASSIC 1.9L SD 30A","1","Privado","Física","GUERNICA","BUENOS AIRES","Masculino","1971","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-21","1998-09-09",1113,"SAN VICENTE","Buenos Aires","Importado","1998","22","SEDAN 3 PTAS","112","RENAULT","004","TWINGO","1","Privado","Física","GUERNICA","BUENOS AIRES","Masculino","1968","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-21","2007-09-25",1113,"SAN VICENTE","Buenos Aires","Protocolo 21","2007","02","SEDAN 4 PTAS","024","CHEVROLET","453","CORSA II 1.8L 4P GL AA+DIR GAS","1","Privado","Física","A.KORN","BUENOS AIRES","Masculino","1990","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-22","2007-08-28",1113,"SAN VICENTE","Buenos Aires","Protocolo 21","2007","04","RURAL 5 PTAS","136","VOLKSWAGEN","276","GOL COUNTRY 1.6","1","Privado","Física","SAN VICENTE","BUENOS AIRES","Femenino","1945","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-26","1995-04-12",1113,"SAN VICENTE","Buenos Aires","Importado","1995","","SEDAN 5 PTAS","","RENAULT","","CLIO RT","1","Privado","Física","GUERNICA","BUENOS AIRES","Masculino","1953","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-27","2002-11-20",1113,"SAN VICENTE","Buenos Aires","Nacional","2002","41","FAMILIAR","07","CITROEN","08","BERFUD6PL","1","Privado","Física","SAN VICENTE","BUENOS AIRES","Masculino","1973","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-05","1995-03-14",1114,"CAÑUELAS","Buenos Aires","Nacional","1995","11","SEDAN 2 PTAS","17","FIAT","72","UNO CL-3P","1","Privado","Física","B. LOS POZOS-CAÑUELAS","BUENOS AIRES","No identificado","1987","No identificado",100,"06",""
"DENUNCIA DE ROBO O HURTO","2019-02-05","1983-02-21",1114,"CAÑUELAS","Buenos Aires","Nacional","1983","26","CHASIS C/CABINA","51","SCANIA","13","R112H 4X2 S 38","1","Privado","Física","CAÑUELAS","BUENOS AIRES","No identificado","1976","No identificado",100,"06",""
"DENUNCIA DE ROBO O HURTO","2019-02-06","1997-05-15",1114,"CAÑUELAS","Buenos Aires","Nacional","1997","18","SEDAN 3 PTAS","37","RENAULT","BS","CLIO RN 3PTAS PACK AA.","1","Privado","Física","CAÑUELAS","BUENOS AIRES","Masculino","1961","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-08","2015-09-23",1114,"CAÑUELAS","Buenos Aires","Protocolo 21","2015","05","SEDAN 5 PUERTAS","024","CHEVROLET","616","ONIX 1.4 N LT","1","Privado","Física","SANTA ROSA","BUENOS AIRES","Masculino","1949","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-04","2009-12-23",1114,"CAÑUELAS","Buenos Aires","Importado","2009","02","SEDAN 4 PTAS","024","CHEVROLET","484","AVEO LT 1.6N AT","1","Privado","Física","MÁXIMO PAZ","BUENOS AIRES","Femenino","1989","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-14","2000-06-12",1114,"CAÑUELAS","Buenos Aires","Nacional","2000","41","FAMILIAR","37","RENAULT","ED","KANGOO RN DIE DA AA PACK ABCP","1","Privado","Física","MAXIMO PAZ","BUENOS AIRES","Masculino","1969","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-28","2014-02-26",1114,"CAÑUELAS","Buenos Aires","Importado","2014","22","SEDAN 3 PUERTAS","044","FIAT","750","500 1.4 16V SPORT","1","Privado","Física","CAÑUELAS","BUENOS AIRES","Masculino","1985","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-04","2016-01-05",1115,"MORON Nº 01","Buenos Aires","Nacional","2016","17","SEDAN 5 PUERTAS","17","FIAT","CC","PALIO FIRE 1.4 5P","1","Privado","Física","MORON","BUENOS AIRES","Femenino","1975","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-04","2018-01-03",1115,"MORON Nº 01","Buenos Aires","Protocolo 21","2018","05","SEDAN 5 PUERTAS","136","VOLKSWAGEN","549","HIGH UP! 1.0 MPI I-MOTION","1","Privado","Física","MORON","BUENOS AIRES","Femenino","1955","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-07","2010-09-22",1115,"MORON Nº 01","Buenos Aires","Protocolo 21","2010","05","SEDAN 5 PTAS","136","VOLKSWAGEN","348","FOX 1.6","1","Privado","Física","MORON","BUENOS AIRES","Femenino","1985","Argentina",100,"06","ARG"
"COMUNICACIÓN DE RECUPERO","2019-02-11","2012-03-02",1115,"MORON Nº 01","Buenos Aires","Nacional","2012","17","SEDAN 5 PTAS","08","CHEVROLET","CR","AGILE 5P 1.4 LS","1","Privado","Física","MORON","BUENOS AIRES","Femenino","1987","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-14","2011-09-13",1115,"MORON Nº 01","Buenos Aires","Protocolo 21","2011","22","SEDAN 3 PTAS","047","FORD","815","KA FLY VIRAL 1.0L","1","Privado","Física","MORÓN","BUENOS AIRES","No identificado","1990","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-26","1999-06-17",1115,"MORON Nº 01","Buenos Aires","Protocolo 21","1999","22","SEDAN 3 PTAS","047","FORD","447","FIESTA LX 1.8D","1","Privado","Física","MORON","BUENOS AIRES","Femenino","1989","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-27","2006-11-21",1115,"MORON Nº 01","Buenos Aires","Protocolo 21","2006","22","SEDAN 3 PTAS","136","VOLKSWAGEN","274","GOL 1.6","1","Privado","Física","MORON","BUENOS AIRES","Masculino","1989","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-27","1992-01-08",1115,"MORON Nº 01","Buenos Aires","Nacional","1992","17","SEDAN 5 PTAS","19","FORD","36","ESCORT 1.8  GHIA","1","Privado","Física","HAEDO","BUENOS AIRES","No identificado","1980","No identificado",100,"06",""
"DENUNCIA DE ROBO O HURTO","2019-02-04","2000-10-04",1117,"TRES DE FEBRERO Nº 2","Buenos Aires","Importado","","17","CHASIS C/CABINA","092","MERCEDES BENZ","285","LO-814","1","Privado","Física","CASEROS","BUENOS AIRES","Masculino","1982","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-05","2010-08-30",1117,"TRES DE FEBRERO Nº 2","Buenos Aires","Protocolo 21","2010","22","SEDAN 3 PTAS","047","FORD","814","KA FLY PLUS 1.0L","1","Privado","Física","CDAD.J.PALOMAR","BUENOS AIRES","No identificado","1970","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-05","1994-11-18",1117,"TRES DE FEBRERO Nº 2","Buenos Aires","Nacional","1994","16","SEDAN 3 PUERTAS","53","VOLKSWAGEN","11","GOL GL.","1","Privado","Física","CASEROS","BUENOS AIRES","Masculino","1966","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-05","2003-07-16",1117,"TRES DE FEBRERO Nº 2","Buenos Aires","Nacional","2003","17","SEDAN 5 PTAS","34","PEUGEOT","CR","206 XRD PREMIUM 5P","1","Privado","Física","CASEROS","BUENOS AIRES","Femenino","1988","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-05","2004-08-27",1117,"TRES DE FEBRERO Nº 2","Buenos Aires","Protocolo 21","2004","04","RURAL 5 PTAS","047","FORD","596","ECOSPORT 1.6L 4X2 XLS","1","Privado","Física","CASEROS","BUENOS AIRES","Masculino","1981","Argentina",50,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-08","1995-05-16",1117,"TRES DE FEBRERO Nº 2","Buenos Aires","Protocolo 21","1995","05","SEDAN 5 PUERTAS","047","FORD","001","FIESTA CLX DSL","1","Privado","Física","CASEROS","BUENOS AIRES","Masculino","1967","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-12","2005-04-08",1117,"TRES DE FEBRERO Nº 2","Buenos Aires","Protocolo 21","2005","22","SEDAN 3 PTAS","044","FIAT","596","PALIO HLX 1.8 MPI 8V","1","Privado","Física","CASEROS","BUENOS AIRES","Masculino","1993","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-12","2004-05-28",1117,"TRES DE FEBRERO Nº 2","Buenos Aires","Protocolo 21","2004","22","SEDAN 3 PUERTAS","044","FIAT","587","PALIO FIRE 1242 MPI 16V","1","Privado","Física","CASEROS","BUENOS AIRES","Femenino","1985","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-13","2013-07-25",1117,"TRES DE FEBRERO Nº 2","Buenos Aires","Nacional","2013","17","SEDAN 5 PUERTAS","07","CITROEN","94","C4 5P 1.6I HDI SX AM73","1","Privado","Física","CASEROS","BUENOS AIRES","Masculino","1959","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-19","1995-11-23",1117,"TRES DE FEBRERO Nº 2","Buenos Aires","Nacional","1995","12","SEDAN 4 PTAS","19","FORD","43","ORION GLX","1","Privado","Física","EL PALOMAR-3 DE FEBRERO","BUENOS AIRES","No identificado","1964","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-19","1993-10-18",1117,"TRES DE FEBRERO Nº 2","Buenos Aires","Importado","1993","","SEDAN","","PEUGEOT","","405 SRE","1","Privado","Física","CASEROS","BUENOS AIRES","Femenino","1972","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-19","2012-05-21",1117,"TRES DE FEBRERO Nº 2","Buenos Aires","Nacional","2012","20","PICK-UP","68","TOYOTA","48","HILUX 4X4 CABINA SIMPLE DX 2.5 TDI","1","Privado","Física","CASEROS","BUENOS AIRES","No identificado","1994","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-25","1999-11-05",1117,"TRES DE FEBRERO Nº 2","Buenos Aires","Importado","1999","05","SEDAN 5 PTAS","104","PEUGEOT","335","106 XND","1","Privado","Física","CASEROS","BUENOS AIRES","Masculino","1966","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-27","2005-08-02",1117,"TRES DE FEBRERO Nº 2","Buenos Aires","Nacional","2005","18","SEDAN 3 PTAS","08","CHEVROLET","BA","CORSA 3 PTAS CITY 1.6N","1","Privado","Física","CASEROS","BUENOS AIRES","No identificado","1988","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-27","2005-04-25",1117,"TRES DE FEBRERO Nº 2","Buenos Aires","Importado","2005","02","SEDAN 4 PTAS","011","AUDI","041","A4 1.8 T QUATTRO","1","Privado","Física","CASEROS","BUENOS AIRES","No identificado","1958","Argentina",100,"06","ARG"
"COMUNICACIÓN DE RECUPERO","2019-02-28","2000-09-07",1117,"TRES DE FEBRERO Nº 2","Buenos Aires","Protocolo 21","2000","02","SEDAN 4 PTAS","130","TOYOTA","470","COROLLA 1.8 XE I","1","Privado","Física","CIUDAD JARDÍN LOMAS DEL PALOMAR","BUENOS AIRES","Masculino","1965","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-12","2000-06-12",1118,"QUILMES Nº 2","Buenos Aires","Nacional","2000","18","SEDAN 3 PTAS","53","VOLKSWAGEN","46","GOL 1.9 SD  011","1","Privado","Física","BERNAL","BUENOS AIRES","Masculino","1988","Argentina",100,"06","ARG"
"COMUNICACIÓN DE RECUPERO","2019-02-18","2011-06-23",1118,"QUILMES Nº 2","Buenos Aires","Protocolo 21","2011","05","SEDAN 5 PTAS","136","VOLKSWAGEN","413","GOL TREND 1.6","1","Privado","Física","BERNAL","BUENOS AIRES","Masculino","1964","Argentina",100,"06","ARG"
"COMUNICACIÓN DE RECUPERO","2019-02-19","1996-04-03",1118,"QUILMES Nº 2","Buenos Aires","Nacional","1996","11","SEDAN 2 PUERTAS","17","FIAT","72","UNO CL-3P","1","Privado","Física","BERNAL","BUENOS AIRES","Femenino","1970","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-21","2014-01-07",1118,"QUILMES Nº 2","Buenos Aires","Nacional","2014","17","SEDAN 5 PUERTAS","34","PEUGEOT","MK","308 SPORT","1","Privado","Física","BERNAL","BUENOS AIRES","Masculino","1955","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-22","2011-10-03",1118,"QUILMES Nº 2","Buenos Aires","Protocolo 21","2011","02","SEDAN 4 PTAS","104","PEUGEOT","586","207 COMPACT XS 1.4","1","Privado","Física","BERNAL","BUENOS AIRES","Masculino","1980","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-25","2002-06-05",1118,"QUILMES Nº 2","Buenos Aires","Nacional","2002","20","PICK-UP","19","FORD","PC","RANGER XL C/C 4X2 2.8L D","1","Privado","Física","SAN FRANCISCO SOLANO","BUENOS AIRES","Masculino","2000","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-26","1994-06-01",1118,"QUILMES Nº 2","Buenos Aires","Nacional","1994","12","SEDAN 4 PTAS","37","RENAULT","80","RENAULT 9 GTL","1","Privado","Física","SAN FCO.SOLANO","BUENOS AIRES","Masculino","1980","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-26","1998-11-11",1118,"QUILMES Nº 2","Buenos Aires","Protocolo 21","1998","10","TODO TERRENO","024","CHEVROLET","270","BLAZER DLX TURBO DIESEL 4X4","1","Privado","Física","QUILMES","BUENOS AIRES","Masculino","1961","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-06","2017-10-31",1119,"MORON Nº 03","Buenos Aires","Protocolo 21","2017","05","SEDAN 5 PUERTAS","047","FORD","A36","FIESTA 1.6L SE","1","Privado","Física","EL PALOMAR","BUENOS AIRES","Masculino","1958","Argentina",50,"06","ARG"
