"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_indec_id","titular_pais_nacimiento_indec_id"
"DENUNCIA DE ROBO O HURTO","2019-02-14","2007-07-13",1152,"LA MATANZA Nº 04","Buenos Aires","Nacional","2007","","FURGON 600","34","PEUGEOT","DS","PARTNER FURGON 1.9 D PRESENCE","1","Privado","Física","ISIDRO CASANOVA","BUENOS AIRES","No identificado","1970","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-08","1994-09-28",1154,"LA MATANZA Nº 06","Buenos Aires","Importado","1994","","STATION WAGON","047","FORD","110","EXPLORER EDDIE BAUER","1","Privado","Física","SAN JUSTO","BUENOS AIRES","Masculino","1971","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-07","2001-06-04",1156,"HURLINGHAM Nº 1 (EX. MORON Nº 4)","Buenos Aires","Nacional","2000","","BERLINA 4 PUERTAS","37","RENAULT","GC","MEGANE RXE ABCP ABS TRIC","1","Privado","Física","VILLA UDAONDO","BUENOS AIRES","Masculino","1961","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-28","2007-04-25",1157,"MORON Nº 05","Buenos Aires","Nacional","2007","","FURGON VIDRIADO C/ASIENTOS","37","RENAULT","TH","KANGOO EXP CONFORT 1.6","1","Privado","Física","CIUDADELA","BUENOS AIRES","Masculino","1996","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-07","1997-04-04",1158,"TRES DE FEBRERO Nº 3","Buenos Aires","Nacional","1997","","RURAL 4 PTAS","37","RENAULT","AZ","21 RT BREAK M2200 ABS 7A","1","Privado","Física","VILLA BOSCH","BUENOS AIRES","Masculino","1971","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-12","2010-08-19",1178,"LA MATANZA Nº 08","Buenos Aires","Nacional","2010","","FURGON VID C/ ASIENT","34","PEUGEOT","KF","PARTNER PRESENCE PLC","1","Privado","Física","LOMAS DEL MIRADOR","BUENOS AIRES","Masculino","1989","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-01","1987-06-11",1179,"SAN MARTIN Nº 5","Buenos Aires","Nacional","1987","","BERLINA 5 PTAS","37","RENAULT","23","11 GTL","1","Privado","Física","VILLA PROGRESO","BUENOS AIRES","Masculino","1981","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-05","1994-09-20",1183,"OLIVOS Nº 06","Buenos Aires","Nacional","1994","","BERLINA 5 PUERTAS","37","RENAULT","19","RENAULT 11 RN","1","Privado","Física","OLIVOS - VTE.LOPEZ","BUENOS AIRES","No identificado","1948","No identificado",100,"06",""
"DENUNCIA DE ROBO O HURTO","2019-02-13","1994-01-10",1183,"OLIVOS Nº 06","Buenos Aires","Nacional","1994","","CHASIS C/CAB. P/CAMI","29","MERCEDES BENZ","50","L 1215/48","1","Privado","Física","MUNRO","BUENOS AIRES","Masculino","1974","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-18","2007-06-19",1186,"MORENO Nº 2","Buenos Aires","Nacional","2007","","FURGON VID C/ASIENTO","07","CITROEN","39","BERLINGO FURGON 1.9D PLC","1","Privado","Física","MORENO","BUENOS AIRES","Masculino","1955","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-21","2000-07-27",1186,"MORENO Nº 2","Buenos Aires","Nacional","2000","","FURGON 3550","29","MERCEDES BENZ","AC","SPRINTER 312 D/F3550","1","Privado","Física","MORENO","BUENOS AIRES","Masculino","1962","Argentina",50,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-13","1995-06-30",1189,"FLORENCIO VARELA Nº 2","Buenos Aires","Nacional","1995","","BERLINA 5 PTAS","37","RENAULT","AH","19 RN INYEC.(BIC)","1","Privado","Física","FLORENCIO VARELA","BUENOS AIRES","Masculino","1975","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-01","1992-02-28",1211,"QUILMES Nº 6","Buenos Aires","Protocolo 21","1992","","CONVERTIBLE 2 PUERTA","047","FORD","364","ESCORT XR3 CONVERTIBLE","1","Privado","Física","SAN FRANCISCO SOLANO","BUENOS AIRES","Masculino","1986","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-05","1996-01-19",1215,"SAN ISIDRO Nº 08","Buenos Aires","Nacional","1996","","BERLINA BI","37","RENAULT","AR","R 21 RN SEDAN M2200 NAF.INY.","1","Privado","Física","V.ADELINA SAN ISIDRO","BUENOS AIRES","No identificado","1962","No identificado",100,"06",""
"DENUNCIA DE ROBO O HURTO","2019-02-14","2000-07-12",1219,"LA PLATA Nº 09","Buenos Aires","Nacional","2000","","SEDAN","08","CHEVROLET","57","CORSA 4 PTAS WIND 1.6 MPFI","1","Privado","Física","LA PLATA","BUENOS AIRES","Masculino","1983","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-14","1998-01-09",1227,"LA MATANZA Nº 10","Buenos Aires","Protocolo 21","1998","","COMPACTADOR RESIDUOS","047","FORD","386","CARGO 1716","1","Privado","Física","GREGORIO DE LAFERRERE","BUENOS AIRES","Masculino","1972","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-26","1998-07-27",1227,"LA MATANZA Nº 10","Buenos Aires","Importado","1998","","FURGONETA VIDRIADA","047","FORD","303","COURIER","1","Privado","Física","GREGORIO DE LAFERRERE","BUENOS AIRES","Masculino","1978","Paraguay",100,"06","PRY"
"DENUNCIA DE ROBO O HURTO","2019-02-26","1999-11-05",1230,"ESCOBAR Nº 2","Buenos Aires","Nacional","1999","","FURGON 3000","29","MERCEDES BENZ","90","SPRINTER 310D/F3000","1","Privado","Física","ESCOBAR","BUENOS AIRES","Masculino","1975","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-05","2006-11-24",1232,"HURLINGHAM Nº 2 (EX. MORON Nº 10)","Buenos Aires","Protocolo 21","2006","","FURG VIDRIAD C/ASIEN","044","FIAT","305","FIORINO FIRE 1242 MPI8V","1","Privado","Física","VILLA MADERO","BUENOS AIRES","Masculino","1991","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-26","1997-05-20",1234,"ADROGUE Nº 4","Buenos Aires","Nacional","1997","","CAMION TRACTOR","67","IVECO","07","450E41HT","1","Privado","Física","RAFAEL CALZADA - ALTE.BROWN","BUENOS AIRES","No identificado","1951","No identificado",100,"06",""
"DENUNCIA DE ROBO O HURTO","2019-02-22","2005-01-20",1237,"LOMAS DE ZAMORA Nº 7","Buenos Aires","Nacional","2005","","FOURGON COURT TYPE 6","07","CITROEN","20","BERLINGO FURGON 1.9D  FULL","1","Privado","Física","VILLA FIORITO","BUENOS AIRES","Masculino","1968","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-07","2001-10-12",1238,"TIGRE Nº 4","Buenos Aires","Nacional","2001","","FURGON VIDRIADO C/AS","37","RENAULT","EM","KANGOO RL EXPRESS","1","Privado","Física","TIGRE","BUENOS AIRES","No identificado","1966","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-20","2008-01-21",1244,"LA MATANZA Nº 11","Buenos Aires","Nacional","2008","","FOURGON COURT TYPE 6","07","CITROEN","20","BERLINGO FURGON 1.9D FULL","1","Privado","Física","GREGORIO DE LAFERRERE","BUENOS AIRES","Femenino","1968","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-19","1998-10-15",1248,"SAN ISIDRO Nº 09","Buenos Aires","Nacional","1998","","SEDAN","08","CHEVROLET","63","CORSA 4 PTAS.GLS 1.7 DIES","1","Privado","Física","MARTINEZ","BUENOS AIRES","Femenino","1982","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-26","1993-03-18",1248,"SAN ISIDRO Nº 09","Buenos Aires","Importado","1993","","SEDAN","055","HONDA","073","CIVIC 4DRLX","1","Privado","Física","MARTINEZ","BUENOS AIRES","Masculino","1981","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-19","2000-11-13",1257,"MORENO Nº 3","Buenos Aires","Nacional","2000","","BERLINA 3 PUERTAS","37","RENAULT","EL","CLIO RL DIESEL 3 PTAS. DA/2000","1","Privado","Física","MORENO","BUENOS AIRES","Femenino","1961","Perú",100,"06","PER"
"DENUNCIA DE ROBO O HURTO","2019-02-01","1992-08-14",1260,"FLORENCIO VARELA Nº 3","Buenos Aires","Importado","1992","","STATION WAGON","","TOYOTA","","4-RUNNER DIESEL WAGON DLX LN130L-GKMDS","1","Privado","Física","FLORENCIO VARELA","BUENOS AIRES","No identificado","1955","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-19","2000-03-14",1261,"MARCOS PAZ","Buenos Aires","Nacional","2000","","COMBI 3000","29","MERCEDES BENZ","AD","SPRINTER 312D/C3000","1","Privado","Física","MARCOS PAZ","BUENOS AIRES","No identificado","1964","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-06","2000-10-27",1266,"MALVINAS ARGENTINAS Nº 3","Buenos Aires","Nacional","2000","","SEDAN","08","CHEVROLET","61","CORSA 4 PTAS WIND 1.7 D","1","Privado","Física","GRAND BOURG","BUENOS AIRES","Femenino","1991","Argentina",50,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-11","1999-03-26",1271,"JOSE C. PAZ Nº 2","Buenos Aires","Nacional","1999","","BERLINA 4 PTAS","37","RENAULT","CW","RENAULT 19 RE DIESEL","1","Privado","Física","JOSE C. PAZ","BUENOS AIRES","No identificado","1950","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-13","2011-05-30",1271,"JOSE C. PAZ Nº 2","Buenos Aires","Nacional","2011","","FURGON VID. C/ASIENT","34","PEUGEOT","KG","PARTNER CONFORT 1.6 HDI","1","Privado","Física","JOSE C PAZ","BUENOS AIRES","Masculino","1964","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-20","1998-07-06",1273,"MORENO Nº 4","Buenos Aires","Nacional","1998","","BERLINA 5 PTAS","37","RENAULT","CD","CLIO DIESEL 5P DA AA","1","Privado","Física","TRUJUI","BUENOS AIRES","Masculino","1986","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-13","2000-03-24",1275,"ENSENADA","Buenos Aires","Nacional","2000","","SEDAN","08","CHEVROLET","61","CORSA 4 PTAS. WIND 1.7 D","1","Privado","Física","ENSENADA","BUENOS AIRES","Femenino","1966","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-18","1998-02-18",1275,"ENSENADA","Buenos Aires","Protocolo 21","1998","","FURGON VIDRIADO C/A","112","RENAULT","301","EXPRESS RN","1","Privado","Física","ENSENADA","BUENOS AIRES","No identificado","1979","Argentina",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-19","2000-07-06",1282,"LOMAS DE ZAMORA Nº 9","Buenos Aires","Nacional","2000","","FURGON 4P","34","PEUGEOT","11","PARFUD8PLDAA","1","Privado","Física","V.FIORITO LOMAS DE ZAMORA","BUENOS AIRES","No identificado","1957","No identificado",100,"06",""
"DENUNCIA DE ROBO O HURTO","2019-02-06","2005-03-04",2016,"CAPITAL FEDERAL Nº 016","Ciudad Autónoma de Bs.As.","Nacional","","","SEMIACOPLADO","","PRATTI","","NO POSEE","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1957","No identificado",100,"02",""
"DENUNCIA DE ROBO O HURTO","2019-02-13","2004-03-03",2016,"CAPITAL FEDERAL Nº 016","Ciudad Autónoma de Bs.As.","Nacional","2004","","FURGON 600","34","PEUGEOT","DS","PARTNER FURGON 1.9 D PRESENCE","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1956","No identificado",100,"02",""
"DENUNCIA DE ROBO O HURTO","2019-02-19","2010-07-22",2018,"CAPITAL FEDERAL Nº 018","Ciudad Autónoma de Bs.As.","Nacional","2010","","UTILITARIO","08","CHEVROLET","CW","CLASSIC 3 PTAS CARGO 1.4N","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2013","No aplica",100,"02",""
"DENUNCIA DE ROBO O HURTO","2019-02-18","2008-03-07",2025,"CAPITAL FEDERAL Nº 025","Ciudad Autónoma de Bs.As.","Nacional","2008","","FURGON VID.C/ASIENTO","07","CITROEN","20","BERLINGO FURGON 1.9D FULL","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1987","Argentina",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-27","2006-04-12",2025,"CAPITAL FEDERAL Nº 025","Ciudad Autónoma de Bs.As.","Nacional","2006","","FOURGON COURT TYPE 6","07","CITROEN","20","BERLINGO FURGON 1.9D FULL /2006","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1960","Argentina",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-12","2006-08-03",2030,"CAPITAL FEDERAL Nº 030","Ciudad Autónoma de Bs.As.","Nacional","2006","","FURGON 600","34","PEUGEOT","EP","PARTNER FURGON D PLC PRESENCE","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1997","No aplica",100,"02",""
"DENUNCIA DE ROBO O HURTO","2019-02-18","2006-09-11",2030,"CAPITAL FEDERAL Nº 030","Ciudad Autónoma de Bs.As.","Nacional","2006","","SEMIRREMOLQUE BATEA","AS","PETINARI","05","SEMIRREMOLQUE BATEA","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2005","No aplica",100,"02",""
"DENUNCIA DE ROBO O HURTO","2019-02-20","2009-07-22",2030,"CAPITAL FEDERAL Nº 030","Ciudad Autónoma de Bs.As.","Nacional","2009","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2000","No aplica",100,"02",""
"DENUNCIA DE ROBO O HURTO","2019-02-28","1997-01-08",2035,"CAPITAL FEDERAL Nº 035","Ciudad Autónoma de Bs.As.","Nacional","1997","","TRANSPORTE ESCOLAR","37","RENAULT","34","TRAFIC LARGO DIESEL","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1967","Argentina",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-18","1980-07-28",2037,"CAPITAL FEDERAL Nº 037","Ciudad Autónoma de Bs.As.","Nacional","1980","","COUPE 2 PUERTAS","41","TORINO","04","TORINO ZX","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1954","Argentina",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-04","1998-12-07",2041,"CAPITAL FEDERAL Nº 041","Ciudad Autónoma de Bs.As.","Protocolo 21","1998","","TRACTOR","092","MERCEDES BENZ","175","LK 1218 R","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1975","Argentina",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-01","2008-11-17",2043,"CAPITAL FEDERAL Nº 043","Ciudad Autónoma de Bs.As.","Nacional","2008","","FOURGON C.TYPE 600","07","CITROEN","20","BERLINGO FURGON 1.9D PLC","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2006","No aplica",100,"02",""
"DENUNCIA DE ROBO O HURTO","2019-02-20","2010-05-20",2045,"CAPITAL FEDERAL Nº 045","Ciudad Autónoma de Bs.As.","Nacional","2010","","UTILITARIO","08","CHEVROLET","CD","CORSA CLASSIC 3 P CARGO 1.4N","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2006","No aplica",100,"02",""
"DENUNCIA DE ROBO O HURTO","2019-02-05","2010-05-27",2056,"CAPITAL FEDERAL Nº 056","Ciudad Autónoma de Bs.As.","Nacional","2010","","FURGON 800","34","PEUGEOT","KF","PARTNER PRESENCE PLC 1.6 HDI","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1983","Argentina",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-21","2006-05-10",2070,"CAPITAL FEDERAL Nº 070","Ciudad Autónoma de Bs.As.","Nacional","2006","","FGON.VID.C/ASIENTOS","37","RENAULT","NP","KANGOO RL EXPRESS DIE 1PCL AA","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1990","Argentina",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-04","2006-07-05",2092,"CAPITAL FEDERAL Nº 092","Ciudad Autónoma de Bs.As.","Nacional","2006","","FURGON COURT TYPE 600","07","CITROEN","20","BERLINGO FURGON 1.9D FULL","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1978","Bolivia",100,"02","BOL"
"DENUNCIA DE ROBO O HURTO","2019-02-25","1995-01-04",2095,"CAPITAL FEDERAL Nº 095","Ciudad Autónoma de Bs.As.","Nacional","1995","","BERLINA 5 PTAS","37","RENAULT","90","RENAULT 19 RN BIC","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1962","Perú",100,"02","PER"
"DENUNCIA DE ROBO O HURTO","2019-02-11","2011-04-18",4047,"VILLA CARLOS PAZ Nº 1","Córdoba","Nacional","2011","","FURGON 800","34","PEUGEOT","KG","PARTNER CONFORT 1.6 HDI","1","Privado","Jurídica","VILLA CARLOS PAZ","CORDOBA","No aplica","2015","No aplica",100,"14",""
"DENUNCIA DE ROBO O HURTO","2019-02-18","2000-06-26",4053,"CORDOBA Nº 13","Córdoba","Nacional","2000","","SEDAN","08","CHEVROLET","57","CORSA 3 DOOR WIND 1.6 MPFI","1","Privado","Física","BARRIO ALTO ALBERDI","CORDOBA","Femenino","1986","Argentina",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-20","1994-02-14",4060,"CORDOBA Nº 17","Córdoba","Nacional","1994","","BERLINA 5 PTAS","37","RENAULT","20","RENAULT 11 TS","1","Privado","Física","CORDOBA","CORDOBA","No identificado","1991","Argentina",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-04","1997-01-03",5006,"PASO DE LOS LIBRES","Corrientes","Nacional","1997","","BERLINA 4 PTAS.","37","RENAULT","AJ","RENAULT 19 RN INYEC.(TRI)","1","Privado","Física","PASO DE LOS LIBRES","CORRIENTES","Femenino","1951","Argentina",100,"18","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-06","1993-07-15",8030,"COLON Nº 2","Entre Ríos","Nacional","1993","","BERLINA 4 PTAS","37","RENAULT","54","RENAULT 18 GTD","1","Privado","Física","COLON","ENTRE RIOS","Masculino","1967","Argentina",100,"30","ARG"
"DENUNCIA DE ROBO O HURTO","2019-02-18","1999-06-29",13010,"MENDOZA Nº 04","Mendoza","Nacional","1999","","BERLINA 3 PUERTAS","37","RENAULT","CA","CLIO RL 3PTAS","1","Privado","Física","EL CHALLAO","MENDOZA","No identificado","1988","Argentina",100,"50","ARG"
