"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_id","titular_pais_nacimiento_id"
"DENUNCIA DE ROBO O HURTO","2019-06-21","1995-07-26",1123,"SAN MARTIN Nº 3","Buenos Aires","Nacional","1995","","BERLINA 5 PTAS.","37","RENAULT","AH","RENAULT 19 RN INYEC.(BIC)","1","Privado","Física","JOSE LEON SUAREZ","BUENOS AIRES","Masculino","1975","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-19","2000-10-11",1127,"LA PLATA Nº 05","Buenos Aires","Nacional","2000","","SEDAN","08","CHEVROLET","76","CORSA WIND 1.7 DIESEL 3P/2000","1","Privado","Física","L. OLMOS","BUENOS AIRES","No identificado","1986","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-06","1995-10-05",1134,"LANUS Nº 3","Buenos Aires","Nacional","1995","","BERLINA","37","RENAULT","AD","RENAULT 11 RL","1","Privado","Física","LANUS ESTE","BUENOS AIRES","Masculino","1972","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-28","2008-11-07",1135,"LANUS Nº 4","Buenos Aires","Nacional","2008","","FOURGON COURT TYPE 600","07","CITROEN","20","BERLINGO FURGON 1.9D FULL","1","Privado","Física","REMEDIOS DE ESCALADA","BUENOS AIRES","Masculino","1966","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-18","2005-11-01",1136,"ADROGUE Nº 2","Buenos Aires","Nacional","2005","","FURGON COURT TYPE 60","07","CITROEN","20","BERLINGO FURGON 1.9D FULL","1","Privado","Física","GLEW PDO ALTE BROWN","BUENOS AIRES","Masculino","1958","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-26","1999-06-15",1136,"ADROGUE Nº 2","Buenos Aires","Nacional","1999","","BERLINA 5 PTAS","37","RENAULT","DU","CLIO RN 5 PTAS PACK AA DA","1","Privado","Física","RAFAEL CALZADA","BUENOS AIRES","Masculino","1992","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-14","2010-09-22",1147,"LOMAS DE ZAMORA Nº 3","Buenos Aires","Nacional","2010","","FURGON VIDRIADO C/ASIENTOS","34","PEUGEOT","KG","PARTNER CONFORT 1.6 HDI","1","Privado","Física","BANFIELD","BUENOS AIRES","Femenino","1983","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-12","1996-02-06",1148,"LOMAS DE ZAMORA Nº 4","Buenos Aires","Nacional","1996","","BERLINA 5 PTAS","37","RENAULT","AH","RENAULT 19 RN INYEC. (BIC)","1","Privado","Física","BANFIELD","BUENOS AIRES","Masculino","1982","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-28","1994-03-30",1149,"LA PLATA Nº 06","Buenos Aires","Protocolo 21","1994","","SEDAN","","FIAT","","UNO","1","Privado","Física","LA PLATA","BUENOS AIRES","Femenino","1995","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-07","2001-05-31",1152,"LA MATANZA Nº 04","Buenos Aires","Nacional","2001","","SEDAN","08","CHEVROLET","79","CORSA WIND 1.6 M.P.F.I. 5P","1","Privado","Física","GREGORIO DE LAFERRERE","BUENOS AIRES","Masculino","1990","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-04","1989-03-30",1154,"LA MATANZA Nº 06","Buenos Aires","Nacional","1989","","SEDAN","19","FORD","33","ESCORT","1","Privado","Física","GREGORIO DE LAFERRERE","BUENOS AIRES","Masculino","1976","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-06","1992-06-11",1156,"HURLINGHAM Nº 1 (EX. MORON Nº 4)","Buenos Aires","Importado","1992","","CAMIONETA","093","MITSUBISHI","084","L200 DOBLE CABINA","1","Privado","Física","HURLINGHAM","BUENOS AIRES","Femenino","1972","ARGENTINA",100,"06","ARG"
"COMUNICACIÓN DE RECUPERO","2019-06-26","1994-11-17",1163,"MAR DEL PLATA Nº 05","Buenos Aires","Nacional","1994","","FURGON LARGO","37","RENAULT","86","RENAULT TRAFIC","1","Privado","Física","MAR DEL PLATA","BUENOS AIRES","Masculino","1949","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-04","2009-04-01",1168,"MORON Nº 06","Buenos Aires","Nacional","2009","","FURGON VIDRIADO C/AS","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Física","HAEDO","BUENOS AIRES","Masculino","1961","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-26","2000-01-13",1178,"LA MATANZA Nº 08","Buenos Aires","Nacional","2000","","SEDAN","08","CHEVROLET","75","CORSA 4P GL SUPER 1.6L","1","Privado","Física","SAN JUSTO","BUENOS AIRES","Femenino","1934","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-28","2007-07-25",1180,"CAMPANA Nº 2","Buenos Aires","Protocolo 21","2007","","PICK-UP CABINA DOBLE","102","NISSAN","824","FRONTIER 4X2SE 2.8TDI ELECTRONIC","1","Privado","Física","CAMPANA","BUENOS AIRES","Masculino","1974","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-06","2000-01-11",1181,"TRES DE FEBRERO Nº 4","Buenos Aires","Nacional","2000","","SEDAN","08","CHEVROLET","61","CORSA 4 PTAS. WIND 1.7D","1","Privado","Física","SANTOS LUGARES","BUENOS AIRES","Masculino","1973","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-28","1984-07-03",1181,"TRES DE FEBRERO Nº 4","Buenos Aires","Nacional","1984","","RURAL 4 PTAS.-","37","RENAULT","08","RENAULT 12 TS BREAK","1","Privado","Física","VILLA BOSCH -3 DE FEBRERO","BUENOS AIRES","No identificado","1956","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-03","2001-08-30",1192,"MORON Nº 07","Buenos Aires","Nacional","2001","","FURGON VIDRIADO C/AS","07","CITROEN","07","BERFUD6PLDA","1","Privado","Física","CASTELAR","BUENOS AIRES","Femenino","1968","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-13","2006-12-07",1218,"MORON Nº 04 (EX. MORON Nº 9)","Buenos Aires","Nacional","2006","","FURGON 600","34","PEUGEOT","DP","PARTNER FURGON 1.4 N CONFORT","1","Privado","Física","CASTELAR","BUENOS AIRES","Femenino","1979","ARGENTINA",100,"06","ARG"
"COMUNICACIÓN DE RECUPERO","2019-06-18","2000-07-20",1218,"MORON Nº 04 (EX. MORON Nº 9)","Buenos Aires","Nacional","2000","","CAMION TRACTOR","67","IVECO","07","450E37T","1","Privado","Física","CASTELAR","BUENOS AIRES","Masculino","1958","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-25","1992-10-30",1223,"EZEIZA Nº 1 (EX. ESTEBAN ECHEVERRIA NO 4)","Buenos Aires","Nacional","1992","","BERLINA 5 PTAS","37","RENAULT","20","11 TS","1","Privado","Física","EZEIZA","BUENOS AIRES","Femenino","1944","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-07","2001-04-18",1225,"SAN MARTIN Nº 7","Buenos Aires","Nacional","2001","","SEDAN","08","CHEVROLET","01","CORSA 3 PTAS. SPORT","1","Privado","Física","LOMA HERMOSA","BUENOS AIRES","Masculino","1979","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-24","1998-12-30",1225,"SAN MARTIN Nº 7","Buenos Aires","Nacional","1998","","BERLINA 3 PTAS","37","RENAULT","CB","CLIO RL 3PTAS.AA","1","Privado","Física","JOSÉ LEÓN SUÁREZ","BUENOS AIRES","Masculino","1999","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-21","2002-01-14",1226,"LA MATANZA Nº 09","Buenos Aires","Importado","2001","","FURGON VIDRIADO","104","PEUGEOT","183","BOXER 270 CD","1","Privado","Física","LAFERRERE","BUENOS AIRES","Masculino","1964","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-26","2001-04-26",1226,"LA MATANZA Nº 09","Buenos Aires","Protocolo 21","2001","","FURGON VIDRIADO C/AS","112","RENAULT","304","EXPRESS RL 1.9D","1","Privado","Física","G. CATAN-LA MATANZA","BUENOS AIRES","Masculino","1960","ARGENTINA",50,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-07","1998-03-04",1237,"LOMAS DE ZAMORA Nº 7","Buenos Aires","Nacional","1998","","FURGON 3000","06","MERCEDES BENZ","99","SPRINTER310D/F3000","1","Privado","Física","BANFIELD","BUENOS AIRES","Masculino","1950","ITALIA",100,"06","ITA"
"DENUNCIA DE ROBO O HURTO","2019-06-28","2000-09-15",1240,"JOSE C. PAZ Nº 1","Buenos Aires","Importado","2000","","FURGON VIDRIADO C/ASIENTOS","047","FORD","533","TRANSIT 350L","1","Privado","Física","JOSE C.PAZ","BUENOS AIRES","No identificado","1971","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-04","2001-10-25",1245,"LA PLATA Nº 11","Buenos Aires","Nacional","2000","","FURGON VIDRIADO C/AS","37","RENAULT","EM","KANGOO RL EXPRESS","1","Privado","Física","LOS HORNOS","BUENOS AIRES","Femenino","1961","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-10","2006-12-26",1251,"LANUS Nº 8","Buenos Aires","Nacional","2006","","FURGON 600","34","PEUGEOT","GH","PARTNER FURGON 1.4 N PLC CONFORT","1","Privado","Física","VALENTÍN ALSINA","BUENOS AIRES","Masculino","1970","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-12","1998-09-11",1252,"QUILMES Nº 5 (EX 9)","Buenos Aires","Nacional","1998","","S.WAGON","08","CHEVROLET","25","CORSA WAGON GLS 1.6 MPFI","1","Privado","Física","SAN FRANCISCO SOLANO","BUENOS AIRES","Masculino","1969","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-25","1998-05-14",1256,"TRES DE FEBRERO Nº 6","Buenos Aires","Nacional","1998","","SEDAN","08","CHEVROLET","52","CORSA GL 1.6 4D WORLD CUP","1","Privado","Física","PABLO PODESTA","BUENOS AIRES","Masculino","1996","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-18","1999-03-04",1260,"FLORENCIO VARELA Nº 3","Buenos Aires","Nacional","1999","","BERLINA 5 PTAS","37","RENAULT","DW","CLIO RN 5P DIE PACK AA DA","1","Privado","Física","FCIO.VARELA","BUENOS AIRES","No identificado","1992","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-03","2000-09-22",1269,"LA MATANZA Nº 12","Buenos Aires","Nacional","2000","","FAMILIAR","37","RENAULT","EH","KANGOO RL DA ABCP","1","Privado","Física","LAFERRERE - LA MATANZA","BUENOS AIRES","Masculino","1977","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-19","2011-04-08",1271,"JOSE C. PAZ Nº 2","Buenos Aires","Nacional","2011","","UTILITARIO","08","CHEVROLET","CW","CLASSIC 3 PTAS CARGO 1.4N","1","Privado","Física","JOSE C. PAZ","BUENOS AIRES","No identificado","1945","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-26","2002-04-09",1281,"BERISSO Nº 2","Buenos Aires","Nacional","2002","","SEDAN","07","CITROEN","14","BERMUL2NAB","1","Privado","Física","ENSENADA","BUENOS AIRES","Masculino","1987","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-28","1998-11-26",1282,"LOMAS DE ZAMORA Nº 9","Buenos Aires","Nacional","1998","","FURGON 3000","29","MERCEDES BENZ","90","SPRINTER 310D/F3000","1","Privado","Física","TEMPERLEY","BUENOS AIRES","Femenino","1972","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-21","2001-04-09",1285,"ESTEBAN ECHEVERRIA Nº 4","Buenos Aires","Nacional","2001","","SEDAN","08","CHEVROLET","67","CORSA 4 PUERTAS GL1.7 DIESEL A","1","Privado","Física","EL JAGUEL-ESTEBAN ECHEVERRIA","BUENOS AIRES","No identificado","1970","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-05","2006-12-01",1290,"LA MATANZA Nº 13","Buenos Aires","Nacional","2006","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Física","SAN JUSTO","BUENOS AIRES","Femenino","1963","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-07","1996-12-27",1295,"EZEIZA Nº 2","Buenos Aires","Nacional","1996","","CHASIS C/CABINA P/CA","29","MERCEDES BENZ","88","LK 1218/42","1","Privado","Física","LA UNION","BUENOS AIRES","No identificado","1981","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-07","1998-05-04",1308,"MERLO Nº 4","Buenos Aires","Nacional","1998","","BERLINA 3 PTAS","37","RENAULT","CA","CLIO RL 3 PTAS","1","Privado","Física","MARIANO ACOSTA","BUENOS AIRES","Masculino","1995","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-24","1998-03-19",2002,"CAPITAL FEDERAL Nº 002","Ciudad Autónoma de Bs.As.","Protocolo 21","1998","","CHASIS C/CAB C/BRAZO","047","FORD","111","F-100 DIESEL","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1973","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-26","2007-06-12",2002,"CAPITAL FEDERAL Nº 002","Ciudad Autónoma de Bs.As.","Nacional","2007","","FURGON 600","34","PEUGEOT","DS","PARTNER FURGON 1.9 D PRESENCE","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1986","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-12","1977-06-06",2010,"CAPITAL FEDERAL Nº 010","Ciudad Autónoma de Bs.As.","Nacional","1977","","COUPE 2 PUERTAS","19","FORD","21","TAUNUS VERSION GT","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1997","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-04","2000-01-28",2015,"CAPITAL FEDERAL Nº 015","Ciudad Autónoma de Bs.As.","Nacional","2000","","3 PTAS","08","CHEVROLET","78","CORSA GL 1.6 MPFI 3P","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1985","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-05","1981-04-01",2017,"CAPITAL FEDERAL Nº 017","Ciudad Autónoma de Bs.As.","Importado","1981","","COUPE 2 PUERTAS","093","MITSUBISHI","203","SAPPORO 2000 SUPER TOURING","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1964","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-07","1999-04-22",2026,"CAPITAL FEDERAL Nº 026","Ciudad Autónoma de Bs.As.","Nacional","1999","","BERLINA 3 PUERTAS","37","RENAULT","00","CLIO MTV","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1957","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-05","1998-06-19",2038,"CAPITAL FEDERAL Nº 038","Ciudad Autónoma de Bs.As.","Nacional","1998","","MICROOMNIBUS","29","MERCEDES BENZ","96","BM0390 VERSION 1621 /98","2","Público","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1957","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-21","1998-07-30",2038,"CAPITAL FEDERAL Nº 038","Ciudad Autónoma de Bs.As.","Nacional","1998","","MICROOMNIBUS","29","MERCEDES BENZ","96","BM0390 VERSION 1621","2","Público","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Femenino","1964","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-25","1995-11-16",2040,"CAPITAL FEDERAL Nº 040","Ciudad Autónoma de Bs.As.","Nacional","1995","","BERLINA 5 PUERTAS","37","RENAULT","AH","RENAULT 19 RN INYEC. (BIC)","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1977","PERU",100,"02",""
"DENUNCIA DE ROBO O HURTO","2019-06-28","2010-10-01",2052,"CAPITAL FEDERAL Nº 052","Ciudad Autónoma de Bs.As.","Nacional","2010","","FURGON 800","34","PEUGEOT","KF","PARTNER PRESENCE PLC 1.6 HDI","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1973","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-06","1991-09-06",2061,"CAPITAL FEDERAL Nº 061","Ciudad Autónoma de Bs.As.","Nacional","1991","","SEDAN","19","FORD","33","ESCORT","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1973","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-13","1994-09-22",2066,"CAPITAL FEDERAL Nº 066","Ciudad Autónoma de Bs.As.","Nacional","1994","","BERLINA 5 PTAS","37","RENAULT","90","RENAULT 19 RN -BIC-","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1968","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-24","1987-08-20",2070,"CAPITAL FEDERAL Nº 070","Ciudad Autónoma de Bs.As.","Nacional","1987","","BERLINA 5 PTAS","37","RENAULT","42","RENAULT 11 GTL","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1953","No identificado",100,"02",""
"DENUNCIA DE ROBO O HURTO","2019-06-10","1994-12-09",2093,"CAPITAL FEDERAL Nº 093","Ciudad Autónoma de Bs.As.","Importado","1994","","TRACTOR","","LIAZ","","110471 MAXI","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1954","No identificado",100,"02",""
"DENUNCIA DE ROBO O HURTO","2019-06-07","2007-08-13",2097,"CAPITAL FEDERAL Nº 097","Ciudad Autónoma de Bs.As.","Protocolo 21","2007","","CAMION VOL TRES EJES","136","VOLKSWAGEN","331","17310","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2000","No aplica",100,"02",""
"DENUNCIA DE ROBO O HURTO","2019-06-28","2002-06-12",2102,"CAPITAL FEDERAL Nº 102","Ciudad Autónoma de Bs.As.","Nacional","2002","","SEMIREMOLQUE TIPO BATEA","A8","PETINARI","06","PSM1002","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1972","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-05","2000-10-05",4075,"CORDOBA Nº 22","Córdoba","Nacional","2000","","SEDAN","08","CHEVROLET","57","CORSA 4 PUERTAS WIND 1.6 MPFI","1","Privado","Física","CORDOBA","CORDOBA","Masculino","1972","ARGENTINA",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-18","2001-07-23",4075,"CORDOBA Nº 22","Córdoba","Nacional","2001","","RURAL 3 PTAS","34","PEUGEOT","04","PARPADDAADAB","1","Privado","Física","CAPITAL","CORDOBA","Femenino","1980","ARGENTINA",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-19","1999-01-28",4078,"CORDOBA Nº 24","Córdoba","Nacional","1999","","BERLINA 5 PUERTAS","37","RENAULT","CV","CLIO RN 5 PTAS PACK A.A.","1","Privado","Física","CORDOBA","CORDOBA","Masculino","1988","ARGENTINA",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-26","1998-06-04",4078,"CORDOBA Nº 24","Córdoba","Nacional","1998","","PICK-UP D.A.","37","RENAULT","BG","TRAFIC RODEO S/CAJA C/DA.","1","Privado","Física","CORDOBA","CORDOBA","Masculino","1999","ARGENTINA",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-26","1999-12-01",4086,"CORDOBA Nº 25","Córdoba","Nacional","1999","","BERLINA 4 PTAS","37","RENAULT","FC","MEGANE RN TD TRI AA F2","1","Privado","Física","CORDOBA","CORDOBA","Masculino","1982","ARGENTINA",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-19","1999-11-15",11008,"SANTA ROSA Nº 2","La Pampa","Nacional","1999","","BERLINA 3 PUERTAS","37","RENAULT","CA","CLIO RL 3 PTAS.","1","Privado","Física","CATRILÓ","LA PAMPA","Femenino","1995","ARGENTINA",100,"42","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-03","2012-10-09",13016,"MENDOZA Nº 10","Mendoza","Nacional","2012","","FURGON 800","34","PEUGEOT","KG","PARTNER CONFORT 1.6 HDI","1","Privado","Física","EL RESGUARDO","MENDOZA","No identificado","1959","ARGENTINA",100,"50","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-25","2001-03-28",13016,"MENDOZA Nº 10","Mendoza","Nacional","2001","","RURAL 3 PTAS","34","PEUGEOT","05","PARPANDAA","1","Privado","Física","PANQUEHUA","MENDOZA","Masculino","1979","ARGENTINA",100,"50","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-19","2000-04-05",21042,"ROSARIO Nº 07","Santa Fe","Nacional","2000","","SEDAN","08","CHEVROLET","57","CORSA 4 PUERTAS WIND 1.6 LTS","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1978","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-06","2008-04-04",21044,"ROSARIO Nº 09","Santa Fe","Nacional","2008","","RURAL 5 PUERTAS","53","VOLKSWAGEN","LR","SURAN SDI","1","Privado","Física","ROSARIO","SANTA FE","Femenino","1984","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-26","1996-06-11",21049,"ROSARIO Nº 11","Santa Fe","Nacional","1996","","BERLINA 3 PTAS. AA","37","RENAULT","29","CLIO RN 3 PTAS AA","1","Privado","Física","ROSARIO","SANTA FE","Femenino","1968","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-03","2004-02-11",1001,"ADROGUE Nº 1","Buenos Aires","Protocolo 21","2004","04","RURAL 5 PTAS","047","FORD","595","ECOSPORT 2.0 L 4X2 XLT","1","Privado","Física","RAFAEL CALZADA","BUENOS AIRES","Masculino","1952","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-06-06","2012-08-08",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","2012","12","SEDAN 4 PTAS","08","CHEVROLET","DB","CLASSIC 4 PTAS LS 1.4N","1","Privado","Física","BURZACO","BUENOS AIRES","Masculino","1996","ARGENTINA",100,"06","ARG"
