"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_id","titular_pais_nacimiento_id"
"DENUNCIA DE ROBO O HURTO","2019-05-13","2008-09-30",1128,"SAN MIGUEL Nº 2","Buenos Aires","Nacional","2008","","FURGON VIDRIADO C/ASIENTOS","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Física","SAN MIGUEL","BUENOS AIRES","Masculino","1981","PARAGUAY",100,"06","PRY"
"DENUNCIA DE ROBO O HURTO","2019-05-13","2011-06-03",1133,"SAN MIGUEL Nº 3","Buenos Aires","Protocolo 21","2011","","FURGONETA VIDR.C/ASI","044","FIAT","305","FIORINO FIRE 1242 MPI 8V","1","Privado","Física","BELLA VISTA - SAN MIGUEL","BUENOS AIRES","No identificado","1975","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-09","2004-07-19",1146,"MERLO Nº 2","Buenos Aires","Protocolo 21","2004","","MINIBUS","063","IVECO","119","DAILY 35.10","1","Privado","Física","MERLO","BUENOS AIRES","No identificado","1954","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-08","1998-10-29",1149,"LA PLATA Nº 06","Buenos Aires","Nacional","1998","","BERLINA 5 PTAS","37","RENAULT","CD","CLIO RL DIESEL 5 PTA DA","1","Privado","Física","GONNET","BUENOS AIRES","Masculino","1996","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-06","1999-06-29",1153,"LA MATANZA Nº 05","Buenos Aires","Nacional","1999","","OTROS","08","CHEVROLET","60","GRAND BLAZER DLX TURBO DIESEL","1","Privado","Física","ISIDRO CASANOVA","BUENOS AIRES","Masculino","1999","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-06","2000-04-12",1154,"LA MATANZA Nº 06","Buenos Aires","Importado","2000","","CHASIS C/EQUIPO FRIO","061","ISUZU","157","NPR70 PL 4.8D INTERCOOLER","1","Privado","Física","I.CASANOVA","BUENOS AIRES","Masculino","1974","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-27","1999-08-13",1154,"LA MATANZA Nº 06","Buenos Aires","Nacional","1999","","FURGON 3000","29","M.BENZ","90","SPRINTER 310D/F3000./99.","1","Privado","Física","GONZÁLEZ CATÁN","BUENOS AIRES","Masculino","1946","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-30","2003-12-30",1161,"ESTEBAN ECHEVERRIA Nº 2","Buenos Aires","Nacional","2003","","FURGON VIDR.C/ASIENT","37","RENAULT","EE","KANGOO RL EXPRESS DIE DA AA","1","Privado","Física","MONTE GRANDE","BUENOS AIRES","Femenino","1975","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-23","1994-07-28",1167,"LOMAS DE ZAMORA Nº 5","Buenos Aires","Nacional","1994","","TRACTOR DE CARRETERA","29","M. BENZ","47","OHL 1316/51","1","Privado","Física","LLAVALLOL.-LOMAS DE ZAMORA","BUENOS AIRES","Femenino","1991","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-27","2011-02-17",1174,"LA MATANZA Nº 07","Buenos Aires","Nacional","2011","","FURGON VIDRIADO C/ASIENTOS","07","CITROEN","77","BERLINGO FURGON 1.6 HDI FULL","1","Privado","Física","RAMOS MEJIA","BUENOS AIRES","Masculino","1969","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-30","2007-05-10",1177,"LOMAS DE ZAMORA Nº 6","Buenos Aires","Nacional","2007","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Física","LOMAS DE ZAMORA","BUENOS AIRES","Masculino","1965","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-17","2007-03-12",1178,"LA MATANZA Nº 08","Buenos Aires","Nacional","2007","","FURGON VIDR C/ASIENT","37","RENAULT","TE","KANGOO EXP CONFORT 1.9 AA","1","Privado","Física","GREGORIO DE LAFERRERE","BUENOS AIRES","Masculino","1966","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-20","2001-10-23",1178,"LA MATANZA Nº 08","Buenos Aires","Nacional","2001","","SEDAN","07","CITROEN","14","BERMUL2NAB","1","Privado","Física","RAFAEL CASTILLO","BUENOS AIRES","Masculino","1979","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-28","1991-02-14",1182,"SAN NICOLAS Nº 2","Buenos Aires","Nacional","1991","","BERLINA 4 PTAS","37","RENAULT","60","RENAULT 9 TS","1","Privado","Física","SAN NICOLÁS","BUENOS AIRES","Masculino","1966","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-15","1998-08-10",1185,"ADROGUE Nº 3","Buenos Aires","Protocolo 21","1998","","MOTORHOME","092","MERCEDES BENZ","162","LO-814","1","Privado","Física","ALMIRANTE BROWN","BUENOS AIRES","No identificado","1971","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-23","1998-11-13",1196,"LA PLATA Nº 08","Buenos Aires","Nacional","1998","","CHASIS C/CABINA C/CAJA PLAYA","29","M. BENZ","95","SPRINTER 310D/CH3550","1","Privado","Física","LOS HORNOS","BUENOS AIRES","Masculino","1968","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-22","1991-07-12",1198,"SAN ISIDRO Nº 07","Buenos Aires","Nacional","1991","","BERLINA 4 PTAS","37","RENAULT","66","RENAULT 18 GXE","1","Privado","Física","BOULOGNE","BUENOS AIRES","Masculino","1984","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-15","2000-12-07",1199,"LANUS Nº 6","Buenos Aires","Nacional","2000","","SEDAN","08","CHEVROLET","77","CORSA 3 PTAS WIND 1.6 MPFI","1","Privado","Física","LANUS ESTE","BUENOS AIRES","No identificado","1990","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-08","1999-07-15",1200,"SAN MARTIN Nº 6","Buenos Aires","Nacional","1999","","RURAL 4 PUERTAS","19","FORD","JK","ESCORT RURAL LX 1.8 D","1","Privado","Física","SAN MARTÍN","BUENOS AIRES","Masculino","1990","ARGENTINA",100,"06","ARG"
"COMUNICACIÓN DE RECUPERO","2019-05-14","1993-09-08",1201,"MAR DEL PLATA Nº 08","Buenos Aires","Importado","1993","","SEDAN 4 PTAS Y TRASE","","DAEWOO","","TICO DX","1","Privado","Física","MAR DEL PLATA","BUENOS AIRES","Masculino","1999","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-06","2007-05-09",1209,"BERAZATEGUI Nº 3","Buenos Aires","Protocolo 21","2007","","PICK-UP CABINA DOBLE","102","NISSAN","824","FRONTIER 4X2SE 2.8 TDI ELECTRONIC","1","Privado","Física","JUAN MARIA GUTIERREZ","BUENOS AIRES","Masculino","1980","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-08","1992-03-12",1210,"ESTEBAN ECHEVERRIA Nº 3","Buenos Aires","Nacional","1992","","BERLINA 5 PTAS","37","RENAULT","20","11 TS","1","Privado","Física","MONTE GRANDE","BUENOS AIRES","Masculino","1996","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-16","2000-01-07",1215,"SAN ISIDRO Nº 08","Buenos Aires","Nacional","2000","","S.WAGON","08","CHEVROLET","66","CORSA WAGON 5 PTAS GLS 1.7D","1","Privado","Física","BOULOGNE","BUENOS AIRES","Masculino","1956","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-24","1996-12-17",1220,"AVELLANEDA Nº 6","Buenos Aires","Nacional","1996","","BERLINA 5 PUERTAS","37","RENAULT","AH","RENAULT 19 RN INYEC (BIC)","1","Privado","Física","AVELLANEDA","BUENOS AIRES","Masculino","1956","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-15","1998-10-30",1223,"EZEIZA Nº 1 (EX. ESTEBAN ECHEVERRIA NO 4)","Buenos Aires","Nacional","1998","","BERLINA 3 PTAS","37","RENAULT","DQ","CLIO RL DIESEL 3P AA/DA","1","Privado","Física","EZEIZA","BUENOS AIRES","Masculino","1959","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-03","1999-10-13",1227,"LA MATANZA Nº 10","Buenos Aires","Nacional","1999","","SEDAN 3 PTAS","53","VOLKSWAGEN","27","GOL MI","1","Privado","Física","SAN JUSTO, LA MATANZA","BUENOS AIRES","No identificado","1949","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-16","2005-02-02",1230,"ESCOBAR Nº 2","Buenos Aires","Nacional","2005","","FURGON VIDRIADO CON ASIENTOS","34","PEUGEOT","DM","PARTNER FURGON 1.4 N PRESENCE","1","Privado","Física","GARIN","BUENOS AIRES","Masculino","1979","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-09","1991-09-13",1232,"HURLINGHAM Nº 2 (EX. MORON Nº 10)","Buenos Aires","Nacional","1991","","SEDAN","19","FORD","33","ESCORT","1","Privado","Física","HURLINGHAM","BUENOS AIRES","Femenino","1993","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-07","1990-08-30",1234,"ADROGUE Nº 4","Buenos Aires","Nacional","1990","","SEDAN","19","FORD","33","ESCORT","1","Privado","Física","CLAYPOLE","BUENOS AIRES","No identificado","1984","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-14","2000-03-17",1260,"FLORENCIO VARELA Nº 3","Buenos Aires","Nacional","2000","","RURAL 4 PTAS","19","FORD","JK","ESCORT RURAL LX 1.8D","1","Privado","Física","INGENIERO JUAN ALLAN","BUENOS AIRES","No identificado","1974","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-14","1998-05-07",1260,"FLORENCIO VARELA Nº 3","Buenos Aires","Nacional","1998","","FURGON 3550","29","MERCEDES BENZ","91","SPRINTER 310D/F3550","1","Privado","Física","LA CAPILLA","BUENOS AIRES","Femenino","1963","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-23","1999-02-17",1260,"FLORENCIO VARELA Nº 3","Buenos Aires","Nacional","1999","","SEDAN","08","CHEVROLET","52","CORSA 4 PUERTAS GL A/A Y","1","Privado","Física","FLORENCIO VARELA","BUENOS AIRES","Masculino","1968","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-17","2009-10-02",1263,"OLIVOS Nº 10","Buenos Aires","Nacional","2009","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON 1.9 D PLC","1","Privado","Física","FLORIDA/VTE.LOPEZ","BUENOS AIRES","No identificado","1970","No identificado",100,"06",""
"DENUNCIA DE ROBO O HURTO","2019-05-23","2010-02-23",1265,"PILAR Nº 3","Buenos Aires","Protocolo 21","2010","","FURGON VIDRIADO","044","FIAT","654","DUCATO CARGO 2.8JTD INTERCOOLER","1","Privado","Física","VILLA ROSA","BUENOS AIRES","Masculino","1976","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-10","1995-03-31",1269,"LA MATANZA Nº 12","Buenos Aires","Nacional","1995","","BERLINA 5 PTAS","37","RENAULT","AH","RENAULT 19 RN INYEC.(BIC)","1","Privado","Física","VILLA EDUARDO MADERO","BUENOS AIRES","Masculino","1955","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-23","2005-05-23",1269,"LA MATANZA Nº 12","Buenos Aires","Nacional","2005","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Física","VILLA CELINA-LA MATANZA","BUENOS AIRES","Masculino","1986","BOLIVIA",100,"06","BOL"
"DENUNCIA DE ROBO O HURTO","2019-05-13","2000-07-07",1273,"MORENO Nº 4","Buenos Aires","Nacional","2000","","SEDAN","08","CHEVROLET","77","CORSA 3 DOOR WIND 1.6 MPFI","1","Privado","Física","TRUJUI","BUENOS AIRES","Masculino","1992","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-14","2007-11-30",1278,"ZARATE Nº 3","Buenos Aires","Nacional","2007","","FURGON VIDRIADO C/AS","37","RENAULT","TE","KANGOO EXP CONFORT 1.9 AA","1","Privado","Física","ZARATE","BUENOS AIRES","Masculino","1956","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-06","2000-01-04",1282,"LOMAS DE ZAMORA Nº 9","Buenos Aires","Protocolo 21","1999","","CHASIS C/CABINA C/FU","047","FORD","114","F100 SUPER DUTY DSL/1999","1","Privado","Jurídica","TEMPERLEY","BUENOS AIRES","No aplica","1992","No aplica",100,"06",""
"DENUNCIA DE ROBO O HURTO","2019-05-07","1999-06-24",1289,"QUILMES Nº 9","Buenos Aires","Nacional","1999","","SEDAN 3 PUERTAS AA","37","RENAULT","CB","CLIO RL 3PTAS.AA","1","Privado","Física","EZPELETA","BUENOS AIRES","No identificado","1989","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-06","2002-11-05",1303,"ITUZAINGO Nº 4","Buenos Aires","Nacional","2002","","FOURGON COURT TYPE 600","34","PEUGEOT","07","PARFUD6PL","1","Privado","Física","ITUZAINGÓ","BUENOS AIRES","Masculino","1977","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-14","1993-06-09",1309,"MERLO Nº 5","Buenos Aires","Nacional","1993","","BERLINA 5 PTAS","37","RENAULT","90","RENAULT 19 RN (BIC)","1","Privado","Física","LIBERTAD","BUENOS AIRES","Femenino","1985","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-08","1994-09-13",2030,"CAPITAL FEDERAL Nº 030","Ciudad Autónoma de Bs.As.","Nacional","","","COUPE 3 PTAS","17","FIAT","39","1 5CV","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Femenino","1954","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-21","2007-08-07",2056,"CAPITAL FEDERAL Nº 056","Ciudad Autónoma de Bs.As.","Nacional","2007","","FURGON COURT TYPE 60","07","CITROEN","20","BERLINGO FURGON 1.9D FULL","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1965","No identificado",100,"02",""
"DENUNCIA DE ROBO O HURTO","2019-05-02","1999-01-28",2070,"CAPITAL FEDERAL Nº 070","Ciudad Autónoma de Bs.As.","Nacional","1999","","SEDAN","08","CHEVROLET","63","CORSA 4PTAS. GLS 1.7D","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1976","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-07","1988-09-14",2080,"CAPITAL FEDERAL Nº 080","Ciudad Autónoma de Bs.As.","Nacional","1988","","BERLINA 5 PUERTAS","37","RENAULT","20","RENAULT 11 TS","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1958","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-02","2008-11-03",4041,"CORDOBA Nº 09","Córdoba","Nacional","2008","","FOURGON COURT TYPE 6","07","CITROEN","20","BERLINGO FURGON 1.9D PLC","1","Privado","Física","CORDOBA","CORDOBA","Femenino","1949","ARGENTINA",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-13","1998-08-25",4041,"CORDOBA Nº 09","Córdoba","Nacional","1998","","BERLINA 3 PTAS","37","RENAULT","BS","CLIO RN 3PTAS PACK AA.","1","Privado","Física","CORDOBA","CORDOBA","Femenino","1989","ARGENTINA",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-09","2011-02-23",4044,"CORDOBA Nº 11","Córdoba","Nacional","2011","","FURGON 800","34","PEUGEOT","KG","PARTNER CONFORT 1.6 HDI","1","Privado","Física","CORDOBA","CORDOBA","Masculino","1988","ARGENTINA",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-24","1998-06-05",4060,"CORDOBA Nº 17","Córdoba","Nacional","1998","","SEDAN","08","CHEVROLET","52","CORSA GL 1.6 4D WORLD CUP","1","Privado","Física","CORDOBA","CORDOBA","Masculino","1991","ARGENTINA",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-16","2000-01-17",4062,"CORDOBA Nº 19","Córdoba","Nacional","2000","","SEDAN","08","CHEVROLET","57","CORSA 4 PUERTAS WIND 1.6 LTS","1","Privado","Física","CORDOBA","CORDOBA","Masculino","1990","ARGENTINA",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-09","2010-02-10",6011,"RESISTENCIA Nº 3","Chaco","Nacional","2010","","SEMI-ACOPLADO","92","PINCEN","25","RPBV 15,5 2+1E","1","Privado","Jurídica","COLONIA POPULAR","CHACO","No aplica","2004","No aplica",100,"22",""
"DENUNCIA DE ROBO O HURTO","2019-05-15","2006-05-22",13010,"MENDOZA Nº 04","Mendoza","Importado","2006","","UNIDAD TRACTORA","112","RENAULT","175","PREMIUM 420P DCI","1","Privado","Jurídica","SAN JOSE","MENDOZA","No aplica","2016","No aplica",100,"50",""
"DENUNCIA DE ROBO O HURTO","2019-05-08","1993-02-24",21049,"ROSARIO Nº 11","Santa Fe","Nacional","1993","","BERLINA 5 PTAS","37","RENAULT","20","RENAULT 11 TS","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1968","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-02","1994-01-31",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","1994","20","PICK-UP","34","PEUGEOT","08","PUP 504 GD","1","Privado","Física","ALTE BROWN","BUENOS AIRES","Masculino","1971","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-02","2009-08-24",1001,"ADROGUE Nº 1","Buenos Aires","Importado","2009","02","SEDAN 4 PTAS","136","VOLKSWAGEN","285","BORA 2.0","1","Privado","Física","SAN JOSÉ","BUENOS AIRES","Masculino","1987","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-02","2004-05-19",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","2004","17","SEDAN 5 PTAS","34","PEUGEOT","DG","206 XTD 5P /2004","1","Privado","Física","JOSÉ MÁRMOL","BUENOS AIRES","Masculino","1995","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-03","2008-01-29",1001,"ADROGUE Nº 1","Buenos Aires","Importado","2008","05","SEDAN 5 PTAS","112","RENAULT","655","MEGANE II 1.9 DCI","1","Privado","Física","ADROGUÉ","BUENOS AIRES","Masculino","1980","BRASIL",100,"06","BRA"
"DENUNCIA DE ROBO O HURTO","2019-05-06","1995-01-16",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","1995","18","SEDAN 3 PTAS","53","VOLKSWAGEN","11","GOL GL","1","Privado","Física","JOSE MARMOL","BUENOS AIRES","Masculino","1970","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-08","2010-04-22",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","2010","17","SEDAN 5 PTAS","07","CITROEN","66","C4 5P 2.0I 16V EXCLUSIVE BVA","1","Privado","Física","ADROGUÉ","BUENOS AIRES","Masculino","1977","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-08","2012-01-03",1001,"ADROGUE Nº 1","Buenos Aires","Importado","2012","10","TODO TERRENO","G89","CHERY","005","TIGGO 2.0I LUXURY","1","Privado","Física","JOSE MARMOL","BUENOS AIRES","Femenino","1956","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-09","1996-10-30",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","1996","18","SEDAN 3 PTAS","19","FORD","47","ESCORT GL 1.8","1","Privado","Física","JOSE MARMOL","BUENOS AIRES","Masculino","1981","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-10","2004-10-22",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","2004","22","FURGON","37","RENAULT","KB","KANGOO RN EXP.DIE DA AA 2PL","1","Privado","Física","BURZACO","BUENOS AIRES","Femenino","1987","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-13","2004-11-12",1001,"ADROGUE Nº 1","Buenos Aires","Protocolo 21","2004","05","SEDAN 5 PTAS","024","CHEVROLET","361","MERIVA GL 1.8","1","Privado","Física","LONGCHAMPS","BUENOS AIRES","Masculino","1962","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-15","1995-11-08",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","1995","11","SEDAN 2 PTAS","17","FIAT","52","SPAZIO TRD","1","Privado","Física","ADROGUE","BUENOS AIRES","Masculino","1973","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO","2019-05-16","1980-05-20",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","","26","CHASIS C/CABINA","19","FORD","18","FALCON VERSION RANCHERO","1","Privado","Física","SAN JOSE","BUENOS AIRES","Masculino","1969","ARGENTINA",100,"06","ARG"
